work_order_id,machine_id,maintenance_datetime,maintenance_type,issue,part_id,technician_id,downtime_hours,total_cost_usd,status
WO_02272,APU_044,2024-11-23 23:50:00,Corrective,Abnormal Motor Current,PART_0237,TECH_0135,2.08,142.18,Completed
WO_02273,APU_020,2024-05-05 16:50:00,Corrective,Low Pressure Switch Fault,PART_0098,TECH_0308,1.87,474.35,Monitoring
WO_02274,APU_033,2025-07-17 20:46:00,Corrective,High Oil Temperature,PART_0290,TECH_0129,2.77,900.0,Monitoring
WO_02275,APU_004,2024-08-28 04:09:00,Corrective,Low Pressure Switch Fault,PART_0170,TECH_0052,1.49,245.16,Completed
WO_02276,APU_045,2025-06-10 17:13:00,Corrective,Reservoir Pressure Fluctuation,PART_0148,TECH_0470,1.5,783.74,Monitoring
WO_02277,APU_026,2024-01-18 20:11:00,Corrective,Compressor Cycling,PART_0185,TECH_0474,3.95,479.05,Completed
WO_02278,APU_013,2025-05-08 21:38:00,Inspection,Dryer Valve Fault,PART_0133,TECH_0001,1.45,412.05,Monitoring
WO_02279,APU_013,2024-10-14 14:37:00,Corrective,Abnormal Motor Current,PART_0057,TECH_0038,3.92,844.9,Completed
WO_02280,APU_006,2024-10-06 18:13:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0125,3.51,377.04,Completed
WO_02281,APU_047,2024-11-23 09:39:00,Corrective,Oil Level Warning,PART_0294,TECH_0349,1.05,436.54,Monitoring
WO_02282,APU_021,2025-07-01 07:17:00,Inspection,Oil Level Warning,PART_0204,TECH_0447,1.87,756.0,Completed
WO_02283,APU_031,2024-11-09 19:27:00,Corrective,Compressor Cycling,PART_0149,TECH_0011,5.24,678.82,Monitoring
WO_02284,APU_034,2025-07-27 00:00:00,Corrective,Oil Level Warning,PART_0240,TECH_0493,1.58,659.58,Completed
WO_02285,APU_005,2024-10-28 23:48:00,Corrective,Oil Level Warning,PART_0222,TECH_0294,2.11,954.67,Completed
WO_02286,APU_020,2024-07-08 08:02:00,Corrective,Compressor Cycling,PART_0041,TECH_0474,3.5,998.78,Completed
WO_02287,APU_010,2025-08-06 18:17:00,Inspection,Pressure Leak,PART_0109,TECH_0178,4.18,386.59,Monitoring
WO_02288,APU_033,2025-07-18 17:23:00,Inspection,Pressure Leak,PART_0127,TECH_0305,2.37,777.52,Completed
WO_02289,APU_002,2024-06-27 12:18:00,Preventive,Low Pressure Switch Fault,PART_0242,TECH_0161,1.96,758.59,Completed
WO_02290,APU_014,2025-01-08 07:59:00,Preventive,Abnormal Motor Current,PART_0237,TECH_0044,5.94,314.47,Completed
WO_02291,APU_035,2025-03-21 06:05:00,Preventive,Pressure Leak,PART_0127,TECH_0016,7.07,1192.31,Completed
WO_02292,APU_014,2024-07-14 23:07:00,Preventive,High Oil Temperature,PART_0002,TECH_0441,4.66,472.53,Monitoring
WO_02293,APU_037,2024-12-20 14:34:00,Corrective,Low Pressure Switch Fault,PART_0080,TECH_0228,2.85,298.89,Completed
WO_02294,APU_014,2024-09-21 00:31:00,Corrective,High Oil Temperature,PART_0218,TECH_0264,1.74,651.31,Completed
WO_02295,APU_014,2024-09-14 17:30:00,Corrective,Low Pressure Switch Fault,PART_0224,TECH_0456,1.72,258.89,Completed
WO_02296,APU_032,2025-04-11 04:39:00,Inspection,Oil Level Warning,PART_0132,TECH_0203,3.62,678.1,Completed
WO_02297,APU_043,2024-11-10 17:10:00,Corrective,Abnormal Motor Current,PART_0003,TECH_0140,3.42,318.25,Completed
WO_02298,APU_015,2024-03-06 13:16:00,Preventive,Pressure Leak,PART_0199,TECH_0498,5.88,886.68,Completed
WO_02299,APU_040,2025-09-04 18:49:00,Corrective,Compressor Cycling,PART_0005,TECH_0426,3.89,203.44,Completed
WO_02300,APU_007,2025-02-14 08:14:00,Corrective,Reservoir Pressure Fluctuation,PART_0256,TECH_0377,1.19,343.15,Monitoring
WO_02301,APU_040,2024-09-23 00:04:00,Inspection,Oil Level Warning,PART_0060,TECH_0254,4.85,482.4,Completed
WO_02302,APU_013,2024-01-03 16:32:00,Corrective,Abnormal Motor Current,PART_0291,TECH_0105,1.57,698.52,Monitoring
WO_02303,APU_007,2025-02-19 11:06:00,Preventive,Compressor Cycling,PART_0239,TECH_0138,2.2,970.4,Completed
WO_02304,APU_002,2025-06-20 13:00:00,Preventive,Dryer Valve Fault,PART_0205,TECH_0360,3.12,490.0,Completed
WO_02305,APU_027,2025-09-02 16:21:00,Corrective,Low Pressure Switch Fault,PART_0278,TECH_0262,8.15,1405.71,Monitoring
WO_02306,APU_045,2024-01-02 19:28:00,Preventive,Reservoir Pressure Fluctuation,PART_0220,TECH_0340,15.04,1440.06,Completed
WO_02307,APU_006,2025-08-14 06:05:00,Corrective,Oil Level Warning,PART_0294,TECH_0072,3.8,571.92,Completed
WO_02308,APU_025,2025-08-22 12:42:00,Corrective,Abnormal Motor Current,PART_0201,TECH_0308,2.46,810.09,Completed
WO_02309,APU_010,2024-06-20 12:49:00,Corrective,Dryer Valve Fault,PART_0079,TECH_0449,3.65,288.56,Monitoring
WO_02310,APU_029,2025-03-30 20:57:00,Inspection,High Oil Temperature,PART_0290,TECH_0019,4.43,1049.42,Completed
WO_02311,APU_044,2025-08-25 14:02:00,Preventive,Low Pressure Switch Fault,PART_0026,TECH_0024,2.28,698.27,Monitoring
WO_02312,APU_018,2025-08-05 03:27:00,Preventive,Oil Level Warning,PART_0258,TECH_0048,7.3,731.03,Monitoring
WO_02313,APU_038,2024-08-23 04:08:00,Corrective,Low Pressure Switch Fault,PART_0152,TECH_0054,3.08,520.17,Monitoring
WO_02314,APU_021,2024-05-27 11:22:00,Inspection,Oil Level Warning,PART_0294,TECH_0066,3.57,651.32,Completed
WO_02315,APU_048,2024-06-02 00:18:00,Preventive,Low Pressure Switch Fault,PART_0260,TECH_0489,3.92,1043.39,Completed
WO_02316,APU_039,2024-02-12 06:59:00,Preventive,Low Pressure Switch Fault,PART_0170,TECH_0327,3.43,371.61,Monitoring
WO_02317,APU_026,2025-08-25 00:55:00,Corrective,Abnormal Motor Current,PART_0111,TECH_0483,4.31,487.83,Monitoring
WO_02318,APU_034,2024-01-17 15:24:00,Corrective,Reservoir Pressure Fluctuation,PART_0076,TECH_0023,1.94,193.17,Completed
WO_02319,APU_038,2024-10-17 15:37:00,Preventive,Reservoir Pressure Fluctuation,PART_0058,TECH_0175,2.0,679.94,Completed
WO_02320,APU_048,2024-03-05 05:40:00,Preventive,Oil Level Warning,PART_0060,TECH_0127,1.48,416.98,Monitoring
WO_02321,APU_033,2025-07-12 12:34:00,Corrective,High Oil Temperature,PART_0074,TECH_0019,3.46,698.11,Monitoring
WO_02322,APU_046,2025-07-07 17:23:00,Preventive,Dryer Valve Fault,PART_0025,TECH_0113,4.17,393.93,Completed
WO_02323,APU_050,2024-04-16 20:22:00,Inspection,Low Pressure Switch Fault,PART_0080,TECH_0349,3.5,370.49,Completed
WO_02324,APU_046,2025-01-07 09:01:00,Corrective,Compressor Cycling,PART_0239,TECH_0269,6.83,1312.98,Completed
WO_02325,APU_046,2024-08-18 05:41:00,Corrective,Reservoir Pressure Fluctuation,PART_0022,TECH_0344,2.71,655.94,Monitoring
WO_02326,APU_013,2024-09-03 08:33:00,Corrective,Reservoir Pressure Fluctuation,PART_0202,TECH_0373,3.93,631.72,Completed
WO_02327,APU_050,2024-05-04 09:05:00,Corrective,High Oil Temperature,PART_0110,TECH_0088,1.49,683.08,Completed
WO_02328,APU_029,2025-05-07 08:02:00,Corrective,Oil Level Warning,PART_0024,TECH_0295,2.2,439.58,Monitoring
WO_02329,APU_034,2024-07-18 09:50:00,Corrective,Reservoir Pressure Fluctuation,PART_0148,TECH_0232,3.99,831.63,Completed
WO_02330,APU_005,2024-08-14 17:28:00,Inspection,High Oil Temperature,PART_0038,TECH_0311,4.34,531.92,Completed
WO_02331,APU_015,2025-04-16 23:42:00,Corrective,Abnormal Motor Current,PART_0183,TECH_0038,2.31,665.77,Monitoring
WO_02332,APU_021,2025-04-02 03:20:00,Preventive,High Oil Temperature,PART_0218,TECH_0078,2.61,732.99,Monitoring
WO_02333,APU_040,2024-11-21 01:33:00,Inspection,Low Pressure Switch Fault,PART_0026,TECH_0115,1.18,592.71,Completed
WO_02334,APU_028,2025-01-08 02:27:00,Corrective,Oil Level Warning,PART_0168,TECH_0212,2.23,468.62,Completed
WO_02335,APU_049,2024-06-17 20:47:00,Preventive,Pressure Leak,PART_0235,TECH_0423,4.44,654.74,Completed
WO_02336,APU_014,2024-04-08 02:16:00,Corrective,Dryer Valve Fault,PART_0187,TECH_0455,3.73,851.74,Completed
WO_02337,APU_023,2025-02-28 00:17:00,Inspection,High Oil Temperature,PART_0272,TECH_0366,3.58,518.94,Completed
WO_02338,APU_015,2024-03-17 01:34:00,Preventive,Low Pressure Switch Fault,PART_0296,TECH_0355,2.79,401.4,Completed
WO_02339,APU_009,2025-02-15 08:57:00,Inspection,Pressure Leak,PART_0037,TECH_0314,2.73,896.4,Completed
WO_02340,APU_015,2024-06-14 00:48:00,Inspection,Abnormal Motor Current,PART_0093,TECH_0270,1.89,290.44,Completed
WO_02341,APU_036,2024-09-09 15:33:00,Preventive,High Oil Temperature,PART_0146,TECH_0234,3.99,888.03,Completed
WO_02342,APU_014,2024-08-06 08:58:00,Preventive,Low Pressure Switch Fault,PART_0170,TECH_0341,3.43,429.34,Monitoring
WO_02343,APU_047,2024-03-30 01:54:00,Preventive,Abnormal Motor Current,PART_0201,TECH_0321,3.56,876.3,Monitoring
WO_02344,APU_048,2025-03-20 00:19:00,Corrective,Compressor Cycling,PART_0059,TECH_0387,2.04,920.43,Completed
WO_02345,APU_011,2024-02-26 00:19:00,Preventive,Abnormal Motor Current,PART_0291,TECH_0070,0.83,623.54,Completed
WO_02346,APU_015,2025-07-27 14:40:00,Corrective,High Oil Temperature,PART_0164,TECH_0271,4.97,387.17,Completed
WO_02347,APU_036,2024-05-28 02:35:00,Preventive,Compressor Cycling,PART_0275,TECH_0418,2.09,328.76,Completed
WO_02348,APU_035,2024-10-21 23:04:00,Preventive,Abnormal Motor Current,PART_0165,TECH_0201,1.69,179.14,Completed
WO_02349,APU_028,2025-09-12 22:44:00,Preventive,Abnormal Motor Current,PART_0201,TECH_0020,3.98,908.48,Monitoring
WO_02350,APU_008,2025-02-10 04:47:00,Corrective,Abnormal Motor Current,PART_0111,TECH_0377,2.19,398.12,Monitoring
WO_02351,APU_027,2024-11-13 03:02:00,Corrective,Dryer Valve Fault,PART_0043,TECH_0001,4.87,306.5,Monitoring
WO_02352,APU_018,2024-05-06 15:03:00,Preventive,Reservoir Pressure Fluctuation,PART_0022,TECH_0135,3.82,779.83,Completed
WO_02353,APU_018,2025-03-22 21:30:00,Corrective,Reservoir Pressure Fluctuation,PART_0022,TECH_0082,3.96,811.31,Monitoring
WO_02354,APU_036,2024-06-09 17:08:00,Preventive,Dryer Valve Fault,PART_0241,TECH_0461,1.28,810.57,Completed
WO_02355,APU_029,2025-03-23 07:06:00,Corrective,Low Pressure Switch Fault,PART_0044,TECH_0285,5.29,391.1,Monitoring
WO_02356,APU_018,2024-08-01 21:55:00,Preventive,High Oil Temperature,PART_0002,TECH_0153,3.14,303.85,Completed
WO_02357,APU_030,2024-08-09 09:34:00,Corrective,High Oil Temperature,PART_0218,TECH_0362,2.22,670.5,Monitoring
WO_02358,APU_008,2025-02-04 04:42:00,Corrective,Pressure Leak,PART_0217,TECH_0241,2.94,299.11,Completed
WO_02359,APU_037,2025-03-01 15:51:00,Preventive,High Oil Temperature,PART_0200,TECH_0373,1.02,339.69,Completed
WO_02360,APU_041,2024-05-13 01:02:00,Inspection,Abnormal Motor Current,PART_0273,TECH_0395,3.4,603.56,Completed
WO_02361,APU_039,2024-02-02 18:06:00,Inspection,Compressor Cycling,PART_0005,TECH_0193,1.54,155.4,Completed
WO_02362,APU_012,2025-06-25 00:00:00,Preventive,Pressure Leak,PART_0181,TECH_0320,1.29,798.51,Completed
WO_02363,APU_050,2024-07-29 02:44:00,Corrective,Compressor Cycling,PART_0149,TECH_0370,1.18,563.32,Completed
WO_02364,APU_020,2024-12-07 09:15:00,Inspection,Pressure Leak,PART_0127,TECH_0228,5.01,789.24,Completed
WO_02365,APU_047,2025-06-22 01:51:00,Corrective,Dryer Valve Fault,PART_0043,TECH_0353,1.92,235.19,Completed
WO_02366,APU_023,2024-03-08 13:42:00,Preventive,Abnormal Motor Current,PART_0057,TECH_0216,6.32,984.53,Monitoring
WO_02367,APU_014,2024-02-16 06:13:00,Preventive,Oil Level Warning,PART_0078,TECH_0006,2.02,508.76,Completed
WO_02368,APU_029,2024-12-26 20:18:00,Corrective,Reservoir Pressure Fluctuation,PART_0238,TECH_0346,1.06,593.39,Completed
WO_02369,APU_004,2024-03-13 17:58:00,Corrective,Pressure Leak,PART_0271,TECH_0237,1.47,208.51,Completed
WO_02370,APU_006,2024-02-17 06:36:00,Corrective,Oil Level Warning,PART_0150,TECH_0192,5.36,854.54,Completed
WO_02371,APU_001,2024-12-19 19:27:00,Preventive,High Oil Temperature,PART_0038,TECH_0453,2.49,286.65,Monitoring
WO_02372,APU_028,2024-08-07 07:43:00,Preventive,Oil Level Warning,PART_0078,TECH_0279,2.01,555.65,Monitoring
WO_02373,APU_010,2024-11-07 12:35:00,Preventive,Pressure Leak,PART_0109,TECH_0237,2.97,370.91,Completed
WO_02374,APU_012,2025-05-29 14:58:00,Corrective,Compressor Cycling,PART_0113,TECH_0022,3.58,1012.13,Completed
WO_02375,APU_012,2024-12-31 16:37:00,Preventive,Pressure Leak,PART_0235,TECH_0315,5.03,709.32,Completed
WO_02376,APU_044,2024-08-25 16:58:00,Corrective,Pressure Leak,PART_0073,TECH_0159,6.03,497.14,Completed
WO_02377,APU_002,2024-10-20 23:26:00,Corrective,Abnormal Motor Current,PART_0237,TECH_0443,2.23,137.22,Completed
WO_02378,APU_048,2025-03-04 18:26:00,Inspection,Oil Level Warning,PART_0078,TECH_0014,1.31,460.92,Monitoring
WO_02379,APU_014,2025-09-10 01:56:00,Inspection,Reservoir Pressure Fluctuation,PART_0292,TECH_0145,2.17,256.32,Completed
WO_02380,APU_003,2024-08-20 15:56:00,Corrective,Pressure Leak,PART_0127,TECH_0125,3.14,736.15,Completed
WO_02381,APU_009,2025-04-21 23:13:00,Preventive,Dryer Valve Fault,PART_0007,TECH_0090,1.6,716.92,Completed
WO_02382,APU_008,2025-07-06 01:53:00,Corrective,High Oil Temperature,PART_0110,TECH_0245,1.61,706.22,Completed
WO_02383,APU_015,2025-04-12 07:15:00,Corrective,Reservoir Pressure Fluctuation,PART_0094,TECH_0320,3.28,433.14,Completed
WO_02384,APU_011,2024-06-26 03:13:00,Corrective,Reservoir Pressure Fluctuation,PART_0148,TECH_0300,2.65,886.1,Completed
WO_02385,APU_009,2024-06-06 16:58:00,Corrective,Oil Level Warning,PART_0168,TECH_0161,2.77,510.91,Completed
WO_02386,APU_028,2025-07-31 11:34:00,Corrective,Low Pressure Switch Fault,PART_0008,TECH_0144,1.79,245.43,Monitoring
WO_02387,APU_018,2024-05-06 14:33:00,Corrective,Reservoir Pressure Fluctuation,PART_0022,TECH_0479,2.39,691.85,Monitoring
WO_02388,APU_041,2025-08-20 19:02:00,Preventive,Low Pressure Switch Fault,PART_0134,TECH_0229,1.64,848.88,Completed
WO_02389,APU_040,2024-12-09 15:00:00,Preventive,Abnormal Motor Current,PART_0129,TECH_0321,4.44,457.84,Completed
WO_02390,APU_025,2024-10-21 09:22:00,Corrective,Abnormal Motor Current,PART_0201,TECH_0303,4.8,957.78,Monitoring
WO_02391,APU_011,2024-09-26 05:32:00,Inspection,Dryer Valve Fault,PART_0133,TECH_0475,0.98,336.49,Monitoring
WO_02392,APU_007,2024-07-13 03:11:00,Corrective,Compressor Cycling,PART_0275,TECH_0337,1.63,300.44,Completed
WO_02393,APU_019,2024-11-17 12:19:00,Corrective,Abnormal Motor Current,PART_0147,TECH_0355,1.19,422.23,Completed
WO_02394,APU_014,2025-02-12 15:33:00,Inspection,Oil Level Warning,PART_0240,TECH_0095,1.9,675.55,Completed
WO_02395,APU_010,2024-07-29 21:45:00,Preventive,Reservoir Pressure Fluctuation,PART_0112,TECH_0333,2.6,760.34,Completed
WO_02396,APU_022,2024-12-11 18:05:00,Inspection,High Oil Temperature,PART_0038,TECH_0150,1.22,269.18,Monitoring
WO_02397,APU_048,2025-03-31 07:50:00,Inspection,Reservoir Pressure Fluctuation,PART_0130,TECH_0287,1.64,508.46,Completed
WO_02398,APU_036,2024-08-27 05:21:00,Preventive,Dryer Valve Fault,PART_0295,TECH_0423,1.56,456.43,Monitoring
WO_02399,APU_026,2025-06-16 02:24:00,Preventive,High Oil Temperature,PART_0074,TECH_0297,3.05,657.75,Completed
WO_02400,APU_027,2024-03-11 00:53:00,Corrective,High Oil Temperature,PART_0200,TECH_0212,2.82,452.12,Completed
WO_02401,APU_033,2025-04-22 12:33:00,Corrective,Dryer Valve Fault,PART_0115,TECH_0450,1.83,344.62,Monitoring
WO_02402,APU_031,2024-04-05 05:52:00,Corrective,Reservoir Pressure Fluctuation,PART_0220,TECH_0064,3.0,952.68,Completed
WO_02403,APU_018,2025-01-25 12:37:00,Inspection,High Oil Temperature,PART_0236,TECH_0488,2.01,661.9,Completed
WO_02404,APU_025,2025-06-16 23:09:00,Inspection,Abnormal Motor Current,PART_0147,TECH_0168,2.34,450.43,Completed
WO_02405,APU_013,2025-03-07 04:37:00,Corrective,Dryer Valve Fault,PART_0169,TECH_0432,6.82,1052.2,Completed
WO_02406,APU_048,2025-02-24 23:56:00,Corrective,Abnormal Motor Current,PART_0093,TECH_0349,5.68,653.8,Monitoring
WO_02407,APU_013,2025-03-11 08:08:00,Inspection,Reservoir Pressure Fluctuation,PART_0058,TECH_0377,1.33,654.26,Completed
WO_02408,APU_014,2024-10-14 22:19:00,Corrective,Pressure Leak,PART_0145,TECH_0474,4.29,721.45,Completed
WO_02409,APU_042,2024-10-28 04:23:00,Corrective,Abnormal Motor Current,PART_0219,TECH_0262,4.25,749.13,Monitoring
WO_02410,APU_044,2024-01-19 14:57:00,Corrective,Low Pressure Switch Fault,PART_0242,TECH_0189,1.45,752.11,Completed
WO_02411,APU_007,2024-10-10 17:16:00,Preventive,Pressure Leak,PART_0055,TECH_0159,4.26,767.26,Completed
WO_02412,APU_026,2025-07-19 02:49:00,Corrective,High Oil Temperature,PART_0128,TECH_0264,6.33,1150.67,Completed
WO_02413,APU_015,2024-06-17 15:55:00,Inspection,Reservoir Pressure Fluctuation,PART_0148,TECH_0246,1.47,750.35,Monitoring
WO_02414,APU_043,2025-08-05 14:53:00,Corrective,Low Pressure Switch Fault,PART_0116,TECH_0229,1.64,655.01,Completed
WO_02415,APU_006,2025-06-14 09:11:00,Corrective,Compressor Cycling,PART_0023,TECH_0055,4.76,1019.86,Completed
WO_02416,APU_005,2024-07-01 19:20:00,Inspection,Pressure Leak,PART_0037,TECH_0093,3.16,898.39,Completed
WO_02417,APU_004,2025-09-09 19:13:00,Corrective,Pressure Leak,PART_0163,TECH_0156,3.68,373.61,Monitoring
WO_02418,APU_008,2024-10-21 07:52:00,Preventive,Dryer Valve Fault,PART_0025,TECH_0058,3.28,496.65,Completed
WO_02419,APU_010,2024-03-29 19:59:00,Preventive,Compressor Cycling,PART_0113,TECH_0240,3.37,1017.0,Completed
WO_02420,APU_036,2024-07-09 03:37:00,Corrective,Compressor Cycling,PART_0077,TECH_0047,1.31,640.23,Monitoring
WO_02421,APU_045,2024-12-14 02:37:00,Inspection,Pressure Leak,PART_0055,TECH_0461,4.84,915.66,Completed
WO_02422,APU_035,2024-10-05 06:41:00,Corrective,Reservoir Pressure Fluctuation,PART_0022,TECH_0092,5.17,759.26,Completed
WO_02423,APU_008,2024-05-28 00:32:00,Corrective,Low Pressure Switch Fault,PART_0080,TECH_0071,2.4,305.13,Completed
WO_02424,APU_020,2024-12-03 19:46:00,Corrective,Abnormal Motor Current,PART_0003,TECH_0135,2.65,297.26,Completed
WO_02425,APU_006,2024-03-27 19:42:00,Preventive,Compressor Cycling,PART_0077,TECH_0488,1.17,648.48,Completed
WO_02426,APU_032,2025-05-22 16:27:00,Corrective,Abnormal Motor Current,PART_0039,TECH_0172,3.61,482.86,Completed
WO_02427,APU_025,2024-08-02 11:52:00,Corrective,Low Pressure Switch Fault,PART_0242,TECH_0160,3.72,928.29,Completed
WO_02428,APU_041,2024-12-29 14:11:00,Corrective,Pressure Leak,PART_0163,TECH_0111,2.63,258.91,Completed
WO_02429,APU_016,2025-04-12 01:32:00,Inspection,Abnormal Motor Current,PART_0075,TECH_0096,5.04,365.4,Completed
WO_02430,APU_006,2024-09-01 07:33:00,Preventive,Reservoir Pressure Fluctuation,PART_0112,TECH_0295,2.26,690.05,Monitoring
WO_02431,APU_025,2024-02-18 08:56:00,Corrective,Abnormal Motor Current,PART_0237,TECH_0212,3.71,335.95,Completed
WO_02432,APU_049,2025-04-22 16:13:00,Corrective,Abnormal Motor Current,PART_0273,TECH_0274,1.55,544.19,Completed
WO_02433,APU_032,2025-06-08 18:30:00,Preventive,Compressor Cycling,PART_0041,TECH_0426,2.68,945.27,Completed
WO_02434,APU_028,2024-10-11 07:12:00,Inspection,Oil Level Warning,PART_0168,TECH_0456,2.47,501.5,Completed
WO_02435,APU_002,2024-09-25 21:00:00,Corrective,Pressure Leak,PART_0055,TECH_0320,3.08,718.06,Monitoring
WO_02436,APU_024,2024-09-22 02:26:00,Inspection,Reservoir Pressure Fluctuation,PART_0292,TECH_0264,2.22,342.5,Completed
WO_02437,APU_041,2025-06-11 11:59:00,Corrective,Low Pressure Switch Fault,PART_0044,TECH_0414,2.53,274.64,Completed
WO_02438,APU_024,2024-01-19 20:27:00,Corrective,Dryer Valve Fault,PART_0151,TECH_0374,4.28,597.01,Completed
WO_02439,APU_019,2025-04-21 03:53:00,Corrective,High Oil Temperature,PART_0146,TECH_0092,2.14,796.72,Monitoring
WO_02440,APU_012,2024-07-08 19:39:00,Preventive,Dryer Valve Fault,PART_0025,TECH_0480,1.12,302.28,Completed
WO_02441,APU_041,2025-08-14 19:30:00,Corrective,Pressure Leak,PART_0235,TECH_0405,7.12,729.57,Completed
WO_02442,APU_032,2024-04-08 17:21:00,Corrective,High Oil Temperature,PART_0074,TECH_0004,5.81,805.14,Completed
WO_02443,APU_023,2025-07-31 06:11:00,Preventive,High Oil Temperature,PART_0092,TECH_0127,1.34,418.91,Completed
WO_02444,APU_036,2024-04-22 21:13:00,Corrective,Abnormal Motor Current,PART_0165,TECH_0011,3.97,283.29,Completed
WO_02445,APU_023,2025-03-17 06:32:00,Corrective,Reservoir Pressure Fluctuation,PART_0166,TECH_0032,2.06,508.96,Completed
WO_02446,APU_039,2025-08-07 09:17:00,Preventive,Low Pressure Switch Fault,PART_0062,TECH_0194,3.14,1006.01,Completed
WO_02447,APU_023,2025-04-30 16:54:00,Inspection,Reservoir Pressure Fluctuation,PART_0004,TECH_0280,3.2,628.7,Monitoring
WO_02448,APU_011,2025-07-11 21:19:00,Corrective,Abnormal Motor Current,PART_0291,TECH_0105,2.39,771.71,Monitoring
WO_02449,APU_008,2025-04-10 17:03:00,Corrective,Compressor Cycling,PART_0203,TECH_0440,1.77,299.76,Monitoring
WO_02450,APU_002,2024-04-02 22:25:00,Corrective,Reservoir Pressure Fluctuation,PART_0004,TECH_0082,1.86,552.93,Completed
WO_02451,APU_016,2024-08-07 09:17:00,Corrective,Oil Level Warning,PART_0042,TECH_0281,1.64,1028.24,Completed
WO_02452,APU_019,2024-12-07 21:38:00,Inspection,Compressor Cycling,PART_0239,TECH_0420,1.72,951.43,Completed
WO_02453,APU_012,2024-03-02 21:31:00,Corrective,Pressure Leak,PART_0289,TECH_0220,2.62,321.26,Completed
WO_02454,APU_036,2025-04-12 20:04:00,Preventive,Low Pressure Switch Fault,PART_0008,TECH_0194,1.83,265.75,Completed
WO_02455,APU_007,2024-06-10 14:18:00,Inspection,Abnormal Motor Current,PART_0255,TECH_0212,3.96,522.1,Monitoring
WO_02456,APU_021,2025-08-15 23:17:00,Inspection,Pressure Leak,PART_0181,TECH_0311,6.16,1259.87,Completed
WO_02457,APU_045,2025-07-13 08:29:00,Inspection,Compressor Cycling,PART_0005,TECH_0257,1.98,117.87,Completed
WO_02458,APU_039,2024-11-09 01:29:00,Corrective,Dryer Valve Fault,PART_0025,TECH_0286,3.1,402.35,Monitoring
WO_02459,APU_025,2024-02-18 13:16:00,Corrective,Pressure Leak,PART_0019,TECH_0388,3.58,878.58,Completed
WO_02460,APU_049,2024-07-18 01:27:00,Corrective,Low Pressure Switch Fault,PART_0206,TECH_0399,3.52,561.19,Completed
WO_02461,APU_029,2024-10-28 17:43:00,Preventive,Abnormal Motor Current,PART_0039,TECH_0189,2.83,339.7,Completed
WO_02462,APU_009,2024-09-17 11:30:00,Corrective,Pressure Leak,PART_0127,TECH_0012,4.09,845.19,Monitoring
WO_02463,APU_041,2025-03-22 06:40:00,Corrective,Abnormal Motor Current,PART_0219,TECH_0264,3.54,651.44,Monitoring
WO_02464,APU_021,2025-08-07 12:19:00,Corrective,Abnormal Motor Current,PART_0003,TECH_0244,1.38,170.8,Completed
WO_02465,APU_012,2024-06-03 19:18:00,Corrective,Compressor Cycling,PART_0167,TECH_0474,4.38,366.15,Completed
WO_02466,APU_046,2024-04-01 18:20:00,Corrective,Low Pressure Switch Fault,PART_0170,TECH_0090,4.43,478.67,Monitoring
WO_02467,APU_021,2025-01-24 06:24:00,Preventive,High Oil Temperature,PART_0182,TECH_0317,1.79,278.69,Completed
WO_02468,APU_012,2025-08-30 08:53:00,Corrective,Dryer Valve Fault,PART_0277,TECH_0360,2.78,833.42,Completed
WO_02469,APU_004,2024-06-23 03:39:00,Preventive,Low Pressure Switch Fault,PART_0116,TECH_0185,3.96,822.58,Completed
WO_02470,APU_023,2024-05-12 00:09:00,Corrective,Compressor Cycling,PART_0131,TECH_0063,2.42,890.22,Completed
WO_02471,APU_015,2024-02-03 13:29:00,Corrective,Dryer Valve Fault,PART_0151,TECH_0012,4.9,655.03,Monitoring
WO_02472,APU_012,2025-05-17 13:23:00,Corrective,Dryer Valve Fault,PART_0043,TECH_0432,9.98,530.18,Completed
WO_02473,APU_009,2024-01-20 06:07:00,Corrective,Abnormal Motor Current,PART_0165,TECH_0066,1.76,135.37,Completed
WO_02474,APU_023,2025-05-13 10:27:00,Corrective,High Oil Temperature,PART_0128,TECH_0165,1.27,799.23,Completed
WO_02475,APU_001,2024-10-15 12:21:00,Preventive,Low Pressure Switch Fault,PART_0134,TECH_0099,3.21,981.07,Completed
WO_02476,APU_015,2025-03-02 23:32:00,Preventive,High Oil Temperature,PART_0092,TECH_0034,4.04,559.06,Completed
WO_02477,APU_012,2024-04-20 02:49:00,Preventive,Pressure Leak,PART_0019,TECH_0415,2.39,788.96,Completed
WO_02478,APU_042,2024-06-26 07:47:00,Corrective,Reservoir Pressure Fluctuation,PART_0112,TECH_0328,6.05,1004.14,Monitoring
WO_02479,APU_039,2024-02-14 23:55:00,Corrective,High Oil Temperature,PART_0002,TECH_0049,1.3,248.28,Completed
WO_02480,APU_007,2024-10-01 08:45:00,Corrective,Dryer Valve Fault,PART_0079,TECH_0168,3.98,335.31,Completed
WO_02481,APU_005,2025-01-09 08:56:00,Corrective,Low Pressure Switch Fault,PART_0206,TECH_0318,1.95,443.51,Monitoring
WO_02482,APU_015,2024-01-01 08:13:00,Inspection,Abnormal Motor Current,PART_0165,TECH_0310,7.0,537.36,Completed
WO_02483,APU_006,2024-10-07 09:35:00,Corrective,Reservoir Pressure Fluctuation,PART_0256,TECH_0381,8.13,930.39,Completed
