transaction_id,transaction_datetime,part_id,transaction_type,quantity,stock_before,stock_after,linked_work_order_id
TXN_000894,2025-03-28 15:56:00,PART_0296,ISSUE,8,21,13,WO_03879
TXN_000895,2024-06-18 11:17:00,PART_0070,ISSUE,5,17,12,WO_07099
TXN_000896,2025-07-10 13:12:00,PART_0200,ISSUE,4,17,13,WO_09510
TXN_000897,2024-12-30 04:56:00,PART_0115,ISSUE,7,34,27,WO_07887
TXN_000898,2025-08-18 13:27:00,PART_0163,ISSUE,2,61,59,WO_08252
TXN_000899,2024-07-22 23:54:00,PART_0021,ISSUE,4,49,45,WO_01215
TXN_000900,2025-07-29 16:11:00,PART_0045,RECEIPT,2,3,5,
TXN_000901,2025-01-22 20:09:00,PART_0176,RECEIPT,3,53,56,
TXN_000902,2025-09-06 05:31:00,PART_0117,RECEIPT,6,11,17,
TXN_000903,2024-12-11 12:48:00,PART_0167,ISSUE,4,52,48,WO_08796
TXN_000904,2025-04-30 17:08:00,PART_0251,ISSUE,5,45,40,WO_05680
TXN_000905,2024-03-31 08:30:00,PART_0166,ISSUE,8,14,6,WO_01392
TXN_000906,2025-06-26 17:53:00,PART_0259,ISSUE,2,25,23,WO_02386
TXN_000907,2024-09-27 05:20:00,PART_0200,ISSUE,4,13,9,WO_09116
TXN_000908,2024-07-19 16:41:00,PART_0082,ISSUE,3,26,23,WO_00092
TXN_000909,2024-05-16 18:26:00,PART_0022,ISSUE,3,53,50,WO_09356
TXN_000910,2024-01-04 17:26:00,PART_0054,RECEIPT,5,58,63,
TXN_000911,2025-09-14 16:29:00,PART_0272,ISSUE,3,63,60,WO_06456
TXN_000912,2024-03-25 22:48:00,PART_0244,ISSUE,5,55,50,WO_00300
TXN_000913,2024-06-08 07:48:00,PART_0129,RECEIPT,8,51,59,
TXN_000914,2024-02-10 09:23:00,PART_0216,ISSUE,4,29,25,WO_04857
TXN_000915,2024-06-17 21:55:00,PART_0278,ISSUE,8,26,18,WO_00849
TXN_000916,2025-02-07 21:09:00,PART_0160,RECEIPT,2,22,24,
TXN_000917,2024-11-29 08:45:00,PART_0008,ISSUE,4,20,16,WO_05851
TXN_000918,2024-02-11 19:47:00,PART_0110,ISSUE,5,36,31,WO_00711
TXN_000919,2024-09-18 16:10:00,PART_0103,ISSUE,1,49,48,WO_07451
TXN_000920,2024-08-16 22:11:00,PART_0242,RECEIPT,2,35,37,
TXN_000921,2025-08-07 14:41:00,PART_0098,RECEIPT,4,44,48,
TXN_000922,2024-03-06 14:51:00,PART_0020,ISSUE,2,2,0,WO_04734
TXN_000923,2025-01-13 03:37:00,PART_0161,ISSUE,6,14,8,WO_08920
TXN_000924,2024-06-29 12:35:00,PART_0173,ADJUSTMENT,2,8,6,
TXN_000925,2024-12-18 00:09:00,PART_0053,RECEIPT,2,7,9,
TXN_000926,2024-08-10 18:15:00,PART_0054,ISSUE,4,63,59,WO_08500
TXN_000927,2025-09-07 03:29:00,PART_0124,ADJUSTMENT,2,41,39,
TXN_000928,2024-10-08 01:27:00,PART_0100,RECEIPT,7,21,28,
TXN_000929,2024-07-02 03:50:00,PART_0011,ISSUE,8,44,36,WO_04798
TXN_000930,2025-07-04 00:17:00,PART_0150,RECEIPT,3,2,5,
TXN_000931,2025-05-26 14:03:00,PART_0165,ISSUE,7,14,7,WO_07574
TXN_000932,2024-09-14 02:19:00,PART_0019,ISSUE,6,6,0,WO_02309
TXN_000933,2025-05-25 21:14:00,PART_0063,RECEIPT,7,34,41,
TXN_000934,2024-04-07 17:42:00,PART_0127,RECEIPT,1,1,2,
TXN_000935,2024-08-07 09:05:00,PART_0280,ISSUE,1,54,53,WO_06584
TXN_000936,2024-01-24 14:25:00,PART_0019,ISSUE,1,0,0,WO_09403
TXN_000937,2024-11-03 19:41:00,PART_0271,ISSUE,3,57,54,WO_01307
TXN_000938,2025-07-13 09:02:00,PART_0123,ISSUE,6,27,21,WO_09826
TXN_000939,2024-06-10 06:51:00,PART_0033,ISSUE,3,5,2,WO_09015
TXN_000940,2025-07-28 23:06:00,PART_0206,ISSUE,5,28,23,WO_06902
TXN_000941,2024-03-16 09:51:00,PART_0124,ISSUE,7,39,32,WO_04436
TXN_000942,2024-04-12 07:48:00,PART_0112,ISSUE,4,44,40,WO_09609
TXN_000943,2024-10-26 08:24:00,PART_0004,ISSUE,6,37,31,WO_02018
TXN_000944,2025-09-05 01:29:00,PART_0007,ISSUE,1,0,0,WO_01619
TXN_000945,2025-05-13 19:24:00,PART_0168,ISSUE,5,52,47,WO_07335
TXN_000946,2024-08-24 11:26:00,PART_0223,ISSUE,3,3,0,WO_03664
TXN_000947,2025-06-16 08:57:00,PART_0108,RECEIPT,1,19,20,
TXN_000948,2024-09-05 03:03:00,PART_0072,ISSUE,4,11,7,WO_03369
TXN_000949,2024-07-29 11:59:00,PART_0276,ISSUE,2,42,40,WO_08201
TXN_000950,2024-08-21 08:50:00,PART_0260,RECEIPT,1,3,4,
TXN_000951,2025-05-11 13:13:00,PART_0263,ISSUE,3,55,52,WO_02375
TXN_000952,2024-09-25 13:51:00,PART_0196,ISSUE,2,31,29,WO_03449
TXN_000953,2024-03-10 09:07:00,PART_0255,ISSUE,6,44,38,WO_00753
TXN_000954,2024-05-10 08:20:00,PART_0133,ISSUE,4,55,51,WO_05051
TXN_000955,2025-04-29 06:20:00,PART_0055,ISSUE,4,49,45,WO_03749
TXN_000956,2025-04-24 05:54:00,PART_0033,ISSUE,1,2,1,WO_05295
TXN_000957,2025-08-06 15:28:00,PART_0032,ISSUE,7,30,23,WO_07278
TXN_000958,2024-04-03 18:58:00,PART_0181,ISSUE,6,39,33,WO_02583
TXN_000959,2025-08-20 00:18:00,PART_0073,RECEIPT,8,48,56,
TXN_000960,2024-12-13 23:48:00,PART_0124,RECEIPT,4,32,36,
TXN_000961,2024-07-19 02:28:00,PART_0032,RECEIPT,4,23,27,
TXN_000962,2025-07-19 00:17:00,PART_0081,ISSUE,4,11,7,WO_08289
TXN_000963,2024-03-03 22:18:00,PART_0298,ISSUE,1,5,4,WO_03304
TXN_000964,2025-08-12 18:21:00,PART_0099,ISSUE,8,21,13,WO_08046
TXN_000965,2024-07-09 11:03:00,PART_0231,RECEIPT,6,2,8,
TXN_000966,2024-08-27 13:00:00,PART_0162,ISSUE,1,27,26,WO_02057
TXN_000967,2025-03-05 19:22:00,PART_0129,ISSUE,7,59,52,WO_07304
TXN_000968,2025-03-10 07:01:00,PART_0110,ISSUE,4,31,27,WO_06788
TXN_000969,2024-06-16 15:53:00,PART_0060,ISSUE,1,1,0,WO_01717
TXN_000970,2025-08-15 11:07:00,PART_0242,ISSUE,4,37,33,WO_03523
TXN_000971,2025-04-12 12:14:00,PART_0114,ISSUE,8,65,57,WO_01040
TXN_000972,2025-08-19 12:01:00,PART_0115,ISSUE,5,27,22,WO_07406
TXN_000973,2024-11-17 08:38:00,PART_0131,ISSUE,1,31,30,WO_09592
TXN_000974,2024-09-25 02:23:00,PART_0178,RECEIPT,8,23,31,
TXN_000975,2024-12-06 03:22:00,PART_0208,ISSUE,3,8,5,WO_00761
TXN_000976,2025-01-29 01:50:00,PART_0221,RECEIPT,8,38,46,
TXN_000977,2024-01-07 23:44:00,PART_0187,ADJUSTMENT,2,31,33,
TXN_000978,2025-07-22 05:29:00,PART_0184,ISSUE,3,51,48,WO_08602
TXN_000979,2024-06-15 08:34:00,PART_0093,ISSUE,8,46,38,WO_03813
TXN_000980,2025-09-06 01:30:00,PART_0221,ISSUE,3,46,43,WO_01222
TXN_000981,2025-06-22 00:53:00,PART_0131,ISSUE,1,30,29,WO_03730
TXN_000982,2025-07-19 08:18:00,PART_0185,ADJUSTMENT,5,49,44,
TXN_000983,2025-06-01 07:36:00,PART_0061,ISSUE,8,26,18,WO_01087
TXN_000984,2025-04-19 23:13:00,PART_0143,ISSUE,4,48,44,WO_06025
TXN_000985,2024-11-12 03:54:00,PART_0059,ISSUE,4,4,0,WO_03104
TXN_000986,2025-09-03 12:25:00,PART_0082,RECEIPT,1,23,24,
TXN_000987,2025-04-17 19:35:00,PART_0045,ISSUE,4,5,1,WO_00885
TXN_000988,2024-05-17 12:09:00,PART_0173,RECEIPT,5,6,11,
TXN_000989,2024-05-06 22:25:00,PART_0160,ISSUE,6,24,18,WO_04978
TXN_000990,2024-12-28 22:39:00,PART_0247,ISSUE,8,57,49,WO_00302
TXN_000991,2024-05-11 11:18:00,PART_0163,RECEIPT,1,59,60,
TXN_000992,2024-12-01 05:38:00,PART_0228,ISSUE,6,22,16,WO_02194
TXN_000993,2024-06-26 01:01:00,PART_0194,RECEIPT,7,41,48,
TXN_000994,2024-01-01 11:18:00,PART_0087,ISSUE,8,41,33,WO_08243
TXN_000995,2025-03-03 21:34:00,PART_0288,RECEIPT,1,0,1,
TXN_000996,2024-12-17 20:37:00,PART_0137,ISSUE,5,37,32,WO_06746
TXN_000997,2024-01-21 10:53:00,PART_0043,ISSUE,1,68,67,WO_02557
TXN_000998,2024-02-18 04:18:00,PART_0077,RECEIPT,7,21,28,
TXN_000999,2024-07-23 18:22:00,PART_0181,RECEIPT,6,33,39,
TXN_001000,2025-04-25 16:38:00,PART_0134,RECEIPT,4,39,43,
TXN_001001,2024-03-03 16:25:00,PART_0108,RECEIPT,7,20,27,
TXN_001002,2024-08-19 08:31:00,PART_0168,ISSUE,7,47,40,WO_04369
TXN_001003,2024-01-20 19:54:00,PART_0252,RECEIPT,7,11,18,
TXN_001004,2025-05-17 02:09:00,PART_0100,ISSUE,8,28,20,WO_04139
TXN_001005,2025-02-28 04:39:00,PART_0091,RECEIPT,1,48,49,
TXN_001006,2024-07-03 03:51:00,PART_0266,RECEIPT,5,46,51,
TXN_001007,2024-07-01 06:36:00,PART_0180,ISSUE,4,24,20,WO_04883
TXN_001008,2024-04-28 21:36:00,PART_0137,ISSUE,7,32,25,WO_04138
TXN_001009,2024-08-06 14:18:00,PART_0191,ISSUE,4,4,0,WO_02159
TXN_001010,2025-05-16 12:08:00,PART_0245,ISSUE,2,35,33,WO_00286
TXN_001011,2024-06-24 02:32:00,PART_0201,RECEIPT,8,27,35,
TXN_001012,2025-03-20 03:31:00,PART_0039,ISSUE,2,34,32,WO_02098
TXN_001013,2025-07-24 13:12:00,PART_0113,RECEIPT,3,54,57,
TXN_001014,2024-04-10 04:05:00,PART_0224,ISSUE,2,2,0,WO_05908
TXN_001015,2025-05-13 18:40:00,PART_0131,RECEIPT,1,29,30,
TXN_001016,2025-02-25 21:47:00,PART_0168,ISSUE,2,40,38,WO_05230
TXN_001017,2024-09-30 05:32:00,PART_0005,ISSUE,2,51,49,WO_05003
TXN_001018,2025-03-02 17:34:00,PART_0069,RECEIPT,5,35,40,
TXN_001019,2024-04-07 12:51:00,PART_0220,RECEIPT,5,27,32,
TXN_001020,2024-09-29 01:42:00,PART_0023,ISSUE,1,52,51,WO_01843
TXN_001021,2024-07-02 05:08:00,PART_0098,ISSUE,1,48,47,WO_05227
TXN_001022,2025-06-27 04:12:00,PART_0060,ISSUE,1,0,0,WO_01522
TXN_001023,2024-08-11 03:57:00,PART_0048,RECEIPT,7,38,45,
TXN_001024,2025-06-09 15:42:00,PART_0221,ISSUE,4,43,39,WO_03152
TXN_001025,2025-03-03 15:10:00,PART_0021,RECEIPT,4,45,49,
TXN_001026,2024-08-30 21:28:00,PART_0260,ISSUE,4,4,0,WO_07550
TXN_001027,2024-07-18 18:44:00,PART_0106,ISSUE,1,43,42,WO_08050
TXN_001028,2024-05-10 21:24:00,PART_0041,RECEIPT,8,7,15,
TXN_001029,2024-01-23 23:22:00,PART_0131,ISSUE,3,30,27,WO_04722
TXN_001030,2024-04-13 16:14:00,PART_0234,ISSUE,5,10,5,WO_03161
TXN_001031,2024-04-14 21:29:00,PART_0232,ISSUE,6,20,14,WO_03428
TXN_001032,2024-12-10 23:32:00,PART_0099,ISSUE,1,13,12,WO_03774
TXN_001033,2024-12-29 00:13:00,PART_0130,ISSUE,5,43,38,WO_03376
TXN_001034,2024-02-22 12:04:00,PART_0080,ISSUE,7,11,4,WO_08701
TXN_001035,2025-08-30 09:53:00,PART_0021,RECEIPT,1,49,50,
TXN_001036,2024-04-22 01:27:00,PART_0134,ISSUE,1,43,42,WO_08299
TXN_001037,2025-01-16 05:10:00,PART_0008,ISSUE,3,16,13,WO_08864
TXN_001038,2024-09-07 02:47:00,PART_0071,RECEIPT,5,32,37,
TXN_001039,2025-04-28 08:38:00,PART_0228,RECEIPT,6,16,22,
TXN_001040,2024-01-13 08:31:00,PART_0096,ISSUE,8,71,63,WO_04758
TXN_001041,2025-05-14 20:07:00,PART_0164,ISSUE,6,15,9,WO_03814
TXN_001042,2025-01-26 05:31:00,PART_0242,ISSUE,3,33,30,WO_00102
TXN_001043,2025-08-15 10:46:00,PART_0057,ISSUE,2,29,27,WO_07761
TXN_001044,2024-09-21 00:57:00,PART_0237,ISSUE,2,23,21,WO_05798
TXN_001045,2024-01-13 08:21:00,PART_0060,ISSUE,1,0,0,WO_01691
TXN_001046,2024-09-20 09:26:00,PART_0272,ISSUE,7,60,53,WO_06639
TXN_001047,2025-08-30 05:49:00,PART_0203,ISSUE,7,50,43,WO_01015
TXN_001048,2024-01-21 22:37:00,PART_0135,ISSUE,1,38,37,WO_08519
TXN_001049,2024-03-19 02:10:00,PART_0062,ISSUE,2,2,0,WO_02054
TXN_001050,2025-08-11 07:09:00,PART_0053,ISSUE,1,9,8,WO_02198
TXN_001051,2024-07-02 05:01:00,PART_0159,ISSUE,2,30,28,WO_07743
TXN_001052,2024-01-20 04:41:00,PART_0100,ISSUE,6,20,14,WO_09786
TXN_001053,2024-12-10 19:27:00,PART_0103,ISSUE,5,48,43,WO_08226
TXN_001054,2024-07-03 06:10:00,PART_0219,ISSUE,1,31,30,WO_01626
TXN_001055,2024-06-30 20:20:00,PART_0136,ISSUE,5,30,25,WO_04878
TXN_001056,2025-02-07 23:41:00,PART_0208,ISSUE,3,5,2,WO_01983
TXN_001057,2024-07-15 15:26:00,PART_0167,RECEIPT,2,48,50,
TXN_001058,2024-05-07 00:23:00,PART_0082,RECEIPT,3,24,27,
TXN_001059,2024-08-03 07:09:00,PART_0024,RECEIPT,7,34,41,
TXN_001060,2025-01-25 12:03:00,PART_0080,ISSUE,3,4,1,WO_01835
TXN_001061,2024-10-31 16:21:00,PART_0113,RECEIPT,1,57,58,
TXN_001062,2024-11-09 01:58:00,PART_0066,RECEIPT,5,40,45,
TXN_001063,2025-03-09 17:22:00,PART_0191,RECEIPT,1,0,1,
TXN_001064,2024-07-13 10:15:00,PART_0093,ISSUE,3,38,35,WO_08544
TXN_001065,2024-05-08 15:01:00,PART_0204,RECEIPT,2,46,48,
TXN_001066,2024-12-22 13:45:00,PART_0209,ISSUE,8,20,12,WO_01128
TXN_001067,2025-07-04 05:26:00,PART_0084,RECEIPT,2,1,3,
TXN_001068,2025-04-22 11:40:00,PART_0156,ISSUE,6,40,34,WO_08542
TXN_001069,2025-05-01 14:58:00,PART_0088,ISSUE,3,11,8,WO_05625
TXN_001070,2024-06-25 08:54:00,PART_0031,RECEIPT,7,39,46,
TXN_001071,2024-07-02 09:13:00,PART_0250,ISSUE,4,17,13,WO_09776
TXN_001072,2025-07-28 20:30:00,PART_0266,RECEIPT,7,51,58,
TXN_001073,2024-06-29 08:00:00,PART_0276,ISSUE,6,40,34,WO_00837
TXN_001074,2024-02-01 10:08:00,PART_0206,ISSUE,7,23,16,WO_01150
TXN_001075,2025-05-16 13:45:00,PART_0232,ISSUE,8,14,6,WO_06165
TXN_001076,2025-08-04 07:02:00,PART_0220,ISSUE,5,32,27,WO_00981
TXN_001077,2025-03-04 11:29:00,PART_0048,ISSUE,4,45,41,WO_07459
TXN_001078,2025-09-11 16:38:00,PART_0029,ISSUE,4,18,14,WO_07190
TXN_001079,2025-01-21 20:01:00,PART_0063,ISSUE,4,41,37,WO_06476
TXN_001080,2024-01-30 12:49:00,PART_0095,RECEIPT,8,48,56,
TXN_001081,2025-02-04 17:51:00,PART_0195,ISSUE,3,46,43,WO_05208
TXN_001082,2025-03-31 01:19:00,PART_0053,ISSUE,6,8,2,WO_04936
TXN_001083,2025-03-11 15:23:00,PART_0282,ISSUE,4,64,60,WO_04190
TXN_001084,2024-01-18 22:43:00,PART_0022,RECEIPT,1,50,51,
TXN_001085,2024-10-24 00:49:00,PART_0238,RECEIPT,6,5,11,
TXN_001086,2025-03-16 11:22:00,PART_0148,RECEIPT,5,67,72,
TXN_001087,2024-02-22 01:16:00,PART_0145,ISSUE,5,45,40,WO_03218
TXN_001088,2024-07-27 19:43:00,PART_0258,ADJUSTMENT,7,20,27,
TXN_001089,2024-08-02 08:21:00,PART_0064,ISSUE,5,29,24,WO_03137
TXN_001090,2024-04-27 01:44:00,PART_0029,RECEIPT,2,14,16,
TXN_001091,2024-09-23 02:58:00,PART_0185,RECEIPT,2,44,46,
TXN_001092,2025-09-04 06:08:00,PART_0084,RECEIPT,8,3,11,
TXN_001093,2025-02-16 12:39:00,PART_0222,RECEIPT,3,11,14,
TXN_001094,2024-02-20 09:24:00,PART_0076,RECEIPT,6,34,40,
TXN_001095,2025-07-27 19:52:00,PART_0181,ISSUE,1,39,38,WO_09925
TXN_001096,2025-05-15 18:25:00,PART_0248,ISSUE,2,22,20,WO_04944
TXN_001097,2024-09-27 20:29:00,PART_0053,ISSUE,1,2,1,WO_01583
TXN_001098,2024-02-27 11:41:00,PART_0002,ADJUSTMENT,7,56,49,
TXN_001099,2024-04-15 15:43:00,PART_0087,ISSUE,1,33,32,WO_07032
TXN_001100,2025-04-21 14:43:00,PART_0202,RECEIPT,7,57,64,
TXN_001101,2025-06-18 19:02:00,PART_0109,RECEIPT,5,32,37,
TXN_001102,2025-01-24 13:32:00,PART_0137,RECEIPT,1,25,26,
TXN_001103,2024-05-28 10:47:00,PART_0157,RECEIPT,7,13,20,
TXN_001104,2025-08-30 22:08:00,PART_0156,RECEIPT,5,34,39,
TXN_001105,2024-01-07 19:35:00,PART_0035,RECEIPT,4,39,43,
TXN_001106,2025-06-22 02:02:00,PART_0105,RECEIPT,2,35,37,
TXN_001107,2025-08-09 16:48:00,PART_0195,ISSUE,1,43,42,WO_02899
TXN_001108,2025-04-09 23:10:00,PART_0019,ISSUE,1,0,0,WO_01631
TXN_001109,2024-03-05 17:05:00,PART_0160,ISSUE,8,18,10,WO_03130
TXN_001110,2024-03-06 12:06:00,PART_0158,RECEIPT,6,12,18,
TXN_001111,2024-09-19 10:54:00,PART_0030,ISSUE,2,33,31,WO_05573
TXN_001112,2024-05-29 06:45:00,PART_0091,ISSUE,8,49,41,WO_03812
TXN_001113,2024-06-18 21:04:00,PART_0040,ISSUE,7,30,23,WO_03923
TXN_001114,2025-08-22 11:22:00,PART_0167,ISSUE,1,50,49,WO_06558
TXN_001115,2024-10-28 08:59:00,PART_0045,ISSUE,1,1,0,WO_03329
TXN_001116,2025-03-27 21:28:00,PART_0199,ISSUE,4,20,16,WO_09538
TXN_001117,2024-10-20 20:29:00,PART_0246,RECEIPT,3,7,10,
TXN_001118,2024-05-06 14:02:00,PART_0246,ADJUSTMENT,7,10,3,
TXN_001119,2025-05-27 19:22:00,PART_0079,RECEIPT,4,5,9,
TXN_001120,2025-04-15 08:31:00,PART_0267,RECEIPT,7,38,45,
TXN_001121,2025-09-16 23:37:00,PART_0276,RECEIPT,6,34,40,
TXN_001122,2024-10-11 19:28:00,PART_0275,ISSUE,4,53,49,WO_02956
TXN_001123,2025-08-18 12:22:00,PART_0185,RECEIPT,1,46,47,
TXN_001124,2024-10-16 21:26:00,PART_0024,ISSUE,3,41,38,WO_02001
TXN_001125,2024-05-22 13:48:00,PART_0180,ADJUSTMENT,8,20,28,
TXN_001126,2024-03-27 00:33:00,PART_0254,RECEIPT,3,47,50,
TXN_001127,2025-03-06 22:39:00,PART_0171,RECEIPT,8,19,27,
TXN_001128,2024-02-08 20:30:00,PART_0296,RECEIPT,7,13,20,
TXN_001129,2025-07-22 11:50:00,PART_0231,RECEIPT,8,8,16,
TXN_001130,2024-11-09 22:28:00,PART_0109,RECEIPT,5,37,42,
TXN_001131,2024-04-24 16:11:00,PART_0062,RECEIPT,8,0,8,
TXN_001132,2024-08-14 13:57:00,PART_0055,ISSUE,3,45,42,WO_05672
TXN_001133,2024-07-01 18:20:00,PART_0217,RECEIPT,1,53,54,
TXN_001134,2024-02-14 09:03:00,PART_0011,ISSUE,5,36,31,WO_01852
TXN_001135,2024-02-13 19:18:00,PART_0055,ADJUSTMENT,7,42,49,
TXN_001136,2024-10-14 15:24:00,PART_0141,RECEIPT,3,0,3,
TXN_001137,2025-08-20 17:26:00,PART_0071,ISSUE,8,37,29,WO_09067
TXN_001138,2024-02-01 03:52:00,PART_0183,ISSUE,4,41,37,WO_09861
TXN_001139,2025-05-27 20:55:00,PART_0190,RECEIPT,2,27,29,
TXN_001140,2025-06-03 23:50:00,PART_0241,RECEIPT,2,37,39,
TXN_001141,2024-05-12 09:46:00,PART_0294,ISSUE,5,14,9,WO_03298
TXN_001142,2024-04-17 10:13:00,PART_0289,ISSUE,6,53,47,WO_07284
TXN_001143,2025-08-25 09:46:00,PART_0247,ISSUE,1,49,48,WO_07278
TXN_001144,2024-06-19 16:47:00,PART_0247,RECEIPT,3,48,51,
TXN_001145,2024-08-04 02:59:00,PART_0299,ISSUE,3,12,9,WO_09014
TXN_001146,2025-03-28 06:03:00,PART_0270,RECEIPT,2,42,44,
TXN_001147,2025-06-10 04:58:00,PART_0069,RECEIPT,2,40,42,
TXN_001148,2025-04-09 09:52:00,PART_0295,RECEIPT,3,55,58,
TXN_001149,2024-07-01 20:05:00,PART_0003,ISSUE,2,25,23,WO_00160
TXN_001150,2024-07-08 13:06:00,PART_0092,RECEIPT,8,2,10,
TXN_001151,2025-07-02 16:03:00,PART_0173,ISSUE,8,11,3,WO_06881
TXN_001152,2024-10-13 22:52:00,PART_0260,ISSUE,1,0,0,WO_04597
TXN_001153,2024-08-31 08:19:00,PART_0198,ISSUE,2,30,28,WO_05070
TXN_001154,2025-06-26 01:24:00,PART_0148,RECEIPT,2,72,74,
TXN_001155,2025-09-06 20:13:00,PART_0187,ISSUE,1,33,32,WO_03539
TXN_001156,2025-02-09 18:44:00,PART_0098,RECEIPT,5,47,52,
TXN_001157,2024-11-08 20:39:00,PART_0281,ISSUE,1,33,32,WO_04629
TXN_001158,2024-03-17 09:06:00,PART_0267,RECEIPT,5,45,50,
TXN_001159,2024-02-22 09:53:00,PART_0107,RECEIPT,3,10,13,
TXN_001160,2025-06-16 22:17:00,PART_0136,ADJUSTMENT,4,25,21,
TXN_001161,2025-03-05 21:23:00,PART_0013,RECEIPT,8,52,60,
TXN_001162,2024-05-22 04:12:00,PART_0053,ISSUE,1,1,0,WO_05622
TXN_001163,2024-03-02 13:10:00,PART_0204,ISSUE,3,48,45,WO_06578
TXN_001164,2024-04-20 00:42:00,PART_0281,ISSUE,1,32,31,WO_03968
TXN_001165,2025-01-19 20:21:00,PART_0169,RECEIPT,4,6,10,
TXN_001166,2024-02-22 03:15:00,PART_0159,ISSUE,7,28,21,WO_05797
TXN_001167,2024-04-29 16:30:00,PART_0269,ADJUSTMENT,2,31,29,
TXN_001168,2024-03-04 03:05:00,PART_0277,ISSUE,1,30,29,WO_07379
TXN_001169,2024-01-15 18:34:00,PART_0247,RECEIPT,4,51,55,
TXN_001170,2024-03-20 19:24:00,PART_0134,ISSUE,6,42,36,WO_07937
TXN_001171,2024-07-18 19:48:00,PART_0058,RECEIPT,5,34,39,
TXN_001172,2024-06-04 14:34:00,PART_0217,ISSUE,8,54,46,WO_00056
TXN_001173,2024-07-26 05:56:00,PART_0230,ISSUE,1,0,0,WO_01101
TXN_001174,2024-04-07 01:56:00,PART_0041,ISSUE,3,15,12,WO_05670
TXN_001175,2025-04-14 02:40:00,PART_0029,RECEIPT,4,16,20,
TXN_001176,2025-02-08 14:15:00,PART_0299,RECEIPT,8,9,17,
TXN_001177,2024-04-10 06:33:00,PART_0054,ISSUE,2,59,57,WO_03084
TXN_001178,2024-11-12 05:27:00,PART_0272,RECEIPT,3,53,56,
TXN_001179,2024-06-04 12:46:00,PART_0175,ISSUE,5,35,30,WO_00571
TXN_001180,2025-06-24 16:08:00,PART_0261,ISSUE,3,70,67,WO_00037
TXN_001181,2024-01-23 21:03:00,PART_0230,ISSUE,1,0,0,WO_09506
TXN_001182,2024-08-03 19:17:00,PART_0240,ISSUE,6,6,0,WO_00607
TXN_001183,2024-07-19 22:03:00,PART_0233,ISSUE,1,41,40,WO_06610
TXN_001184,2024-03-22 14:18:00,PART_0225,RECEIPT,2,44,46,
TXN_001185,2025-02-17 05:57:00,PART_0258,ISSUE,4,27,23,WO_03894
TXN_001186,2025-08-11 10:05:00,PART_0068,ISSUE,4,49,45,WO_00148
TXN_001187,2024-02-12 20:14:00,PART_0215,ISSUE,7,8,1,WO_08620
TXN_001188,2025-08-04 16:24:00,PART_0152,RECEIPT,6,41,47,
TXN_001189,2024-10-06 22:18:00,PART_0120,ISSUE,4,17,13,WO_02626
TXN_001190,2024-10-08 15:05:00,PART_0144,ISSUE,1,0,0,WO_05703
TXN_001191,2024-02-06 20:17:00,PART_0194,ISSUE,6,48,42,WO_05434
TXN_001192,2024-06-11 15:32:00,PART_0230,ISSUE,1,0,0,WO_08088
TXN_001193,2024-11-30 03:45:00,PART_0026,ISSUE,1,13,12,WO_07586
TXN_001194,2025-02-19 13:54:00,PART_0148,ADJUSTMENT,4,74,78,
TXN_001195,2025-05-24 03:55:00,PART_0273,ISSUE,4,17,13,WO_05246
TXN_001196,2024-05-01 14:25:00,PART_0030,RECEIPT,4,31,35,
TXN_001197,2024-06-02 01:59:00,PART_0063,ISSUE,2,37,35,WO_03888
TXN_001198,2025-02-12 18:37:00,PART_0118,ISSUE,5,49,44,WO_02229
TXN_001199,2024-02-14 11:17:00,PART_0080,ISSUE,1,1,0,WO_04603
TXN_001200,2024-06-18 13:35:00,PART_0287,RECEIPT,3,43,46,
TXN_001201,2025-03-31 16:15:00,PART_0011,ISSUE,5,31,26,WO_02856
TXN_001202,2025-06-21 14:55:00,PART_0258,ISSUE,4,23,19,WO_05291
TXN_001203,2024-12-20 21:01:00,PART_0176,ISSUE,8,56,48,WO_01344
TXN_001204,2024-05-15 00:44:00,PART_0166,ISSUE,4,6,2,WO_08453
TXN_001205,2024-04-25 04:02:00,PART_0295,ADJUSTMENT,7,58,51,
TXN_001206,2024-02-16 21:52:00,PART_0193,ISSUE,2,17,15,WO_02775
TXN_001207,2025-07-16 05:38:00,PART_0176,RECEIPT,6,48,54,
TXN_001208,2024-02-08 03:20:00,PART_0267,RECEIPT,7,50,57,
TXN_001209,2025-08-17 02:40:00,PART_0285,ISSUE,6,51,45,WO_00839
TXN_001210,2025-05-23 09:37:00,PART_0275,ISSUE,1,49,48,WO_04076
TXN_001211,2024-12-18 18:23:00,PART_0120,ISSUE,5,13,8,WO_06712
TXN_001212,2024-09-18 23:39:00,PART_0166,RECEIPT,3,2,5,
TXN_001213,2025-07-25 12:33:00,PART_0246,RECEIPT,4,3,7,
TXN_001214,2024-05-04 12:17:00,PART_0095,RECEIPT,7,56,63,
TXN_001215,2024-09-19 16:42:00,PART_0242,ISSUE,2,30,28,WO_01740
TXN_001216,2024-07-02 19:16:00,PART_0100,RECEIPT,5,14,19,
TXN_001217,2024-01-28 04:17:00,PART_0230,RECEIPT,2,0,2,
TXN_001218,2024-08-29 08:05:00,PART_0229,ISSUE,5,45,40,WO_04619
TXN_001219,2025-08-10 09:41:00,PART_0071,RECEIPT,8,29,37,
TXN_001220,2025-01-13 05:58:00,PART_0060,RECEIPT,5,0,5,
