order_id,machine_id,customer_id,product_id,quantity,scheduled_start,scheduled_end,priority,status
ORD_002438,APU_039,CUST_0436,PRODUCT_084,694,2025-03-01 07:56:00,2025-03-01 08:56:00,High,Scheduled
ORD_002439,APU_009,CUST_0508,PRODUCT_107,1610,2025-02-17 18:04:00,2025-02-18 04:04:00,Critical,Completed
ORD_002440,APU_025,CUST_0152,PRODUCT_102,2015,2026-04-23 18:14:00,2026-04-24 03:14:00,High,In Progress
ORD_002441,APU_040,CUST_0385,PRODUCT_115,759,2025-06-21 23:12:00,2025-06-22 08:12:00,High,Completed
ORD_002442,APU_003,CUST_0626,PRODUCT_011,2853,2026-01-02 07:59:00,2026-01-02 23:59:00,Critical,Scheduled
ORD_002443,APU_012,CUST_0184,PRODUCT_105,1546,2025-01-03 12:54:00,2025-01-04 04:54:00,High,At Risk
ORD_002444,APU_047,CUST_0204,PRODUCT_091,1667,2026-07-08 21:02:00,2026-07-09 05:02:00,Low,In Progress
ORD_002445,APU_005,CUST_0094,PRODUCT_029,817,2025-01-14 18:18:00,2025-01-15 08:18:00,Low,At Risk
ORD_002446,APU_026,CUST_0005,PRODUCT_054,2472,2025-04-30 07:02:00,2025-04-30 13:02:00,Medium,Scheduled
ORD_002447,APU_049,CUST_0680,PRODUCT_094,535,2025-12-17 23:52:00,2025-12-18 00:52:00,Medium,At Risk
ORD_002448,APU_015,CUST_0683,PRODUCT_112,2077,2025-09-12 23:37:00,2025-09-13 05:37:00,Critical,At Risk
ORD_002449,APU_018,CUST_0795,PRODUCT_077,1173,2025-05-14 20:35:00,2025-05-15 10:35:00,Medium,Completed
ORD_002450,APU_042,CUST_0133,PRODUCT_078,970,2025-11-18 01:29:00,2025-11-18 04:29:00,Critical,Scheduled
ORD_002451,APU_046,CUST_0497,PRODUCT_027,1440,2025-06-24 15:06:00,2025-06-24 23:06:00,Critical,Completed
ORD_002452,APU_004,CUST_0307,PRODUCT_090,2242,2025-09-30 09:16:00,2025-09-30 10:16:00,High,Completed
ORD_002453,APU_025,CUST_0213,PRODUCT_045,1299,2026-01-14 20:32:00,2026-01-15 06:32:00,Low,Completed
ORD_002454,APU_036,CUST_0552,PRODUCT_045,2785,2025-10-31 05:14:00,2025-10-31 13:14:00,High,Completed
ORD_002455,APU_011,CUST_0362,PRODUCT_006,1748,2026-04-13 04:17:00,2026-04-13 05:17:00,Low,Completed
ORD_002456,APU_022,CUST_0620,PRODUCT_022,2328,2026-04-09 22:20:00,2026-04-10 09:20:00,Critical,At Risk
ORD_002457,APU_045,CUST_0177,PRODUCT_046,1588,2025-02-12 16:23:00,2025-02-13 03:23:00,Medium,Scheduled
ORD_002458,APU_048,CUST_0429,PRODUCT_113,1684,2026-02-20 12:22:00,2026-02-21 00:22:00,Critical,In Progress
ORD_002459,APU_031,CUST_0554,PRODUCT_007,998,2025-05-07 03:42:00,2025-05-07 13:42:00,High,Completed
ORD_002460,APU_042,CUST_0446,PRODUCT_048,1744,2025-05-20 14:46:00,2025-05-21 05:46:00,Low,At Risk
ORD_002461,APU_033,CUST_0261,PRODUCT_072,1049,2025-06-20 05:07:00,2025-06-20 15:07:00,Medium,In Progress
ORD_002462,APU_018,CUST_0229,PRODUCT_057,53,2026-06-29 00:26:00,2026-06-29 07:26:00,Low,In Progress
ORD_002463,APU_022,CUST_0365,PRODUCT_108,2886,2026-05-18 07:37:00,2026-05-18 17:37:00,High,In Progress
ORD_002464,APU_005,CUST_0789,PRODUCT_115,2049,2026-05-27 20:17:00,2026-05-28 03:17:00,High,In Progress
ORD_002465,APU_004,CUST_0083,PRODUCT_111,2147,2025-04-03 05:45:00,2025-04-03 10:45:00,Low,Scheduled
ORD_002466,APU_016,CUST_0730,PRODUCT_088,768,2026-01-28 00:57:00,2026-01-28 08:57:00,Low,In Progress
ORD_002467,APU_010,CUST_0096,PRODUCT_074,2718,2025-02-28 05:24:00,2025-02-28 13:24:00,Low,Completed
ORD_002468,APU_041,CUST_0192,PRODUCT_089,1535,2026-07-10 11:51:00,2026-07-11 02:51:00,Critical,At Risk
ORD_002469,APU_010,CUST_0518,PRODUCT_088,2013,2026-01-21 04:53:00,2026-01-21 14:53:00,Low,Scheduled
ORD_002470,APU_034,CUST_0360,PRODUCT_078,2323,2026-03-07 03:36:00,2026-03-07 16:36:00,High,In Progress
ORD_002471,APU_006,CUST_0725,PRODUCT_081,1773,2025-12-19 21:12:00,2025-12-20 03:12:00,Low,In Progress
ORD_002472,APU_007,CUST_0085,PRODUCT_022,2544,2025-06-03 13:11:00,2025-06-04 00:11:00,Medium,In Progress
ORD_002473,APU_008,CUST_0295,PRODUCT_053,2116,2025-01-07 04:46:00,2025-01-07 19:46:00,Critical,Scheduled
ORD_002474,APU_025,CUST_0729,PRODUCT_012,1861,2026-05-31 13:00:00,2026-05-31 17:00:00,Medium,In Progress
ORD_002475,APU_011,CUST_0572,PRODUCT_119,2292,2025-12-27 19:34:00,2025-12-28 02:34:00,Medium,At Risk
ORD_002476,APU_046,CUST_0086,PRODUCT_032,1171,2026-02-14 20:32:00,2026-02-15 12:32:00,Critical,In Progress
ORD_002477,APU_005,CUST_0008,PRODUCT_049,2074,2026-04-04 20:06:00,2026-04-05 12:06:00,Critical,Scheduled
ORD_002478,APU_028,CUST_0694,PRODUCT_005,2395,2025-03-20 11:24:00,2025-03-20 21:24:00,High,Scheduled
ORD_002479,APU_035,CUST_0137,PRODUCT_015,2764,2025-08-01 07:06:00,2025-08-01 19:06:00,Low,In Progress
ORD_002480,APU_040,CUST_0355,PRODUCT_035,890,2025-08-16 05:10:00,2025-08-16 14:10:00,Low,Completed
ORD_002481,APU_028,CUST_0712,PRODUCT_064,2660,2025-04-27 12:21:00,2025-04-27 15:21:00,High,Completed
ORD_002482,APU_039,CUST_0503,PRODUCT_115,162,2025-01-16 10:22:00,2025-01-16 23:22:00,Critical,Completed
ORD_002483,APU_047,CUST_0365,PRODUCT_008,1762,2025-07-30 23:35:00,2025-07-31 11:35:00,Low,At Risk
ORD_002484,APU_016,CUST_0256,PRODUCT_009,1982,2026-02-05 01:10:00,2026-02-05 13:10:00,Critical,Scheduled
ORD_002485,APU_030,CUST_0106,PRODUCT_035,2307,2026-05-18 05:16:00,2026-05-18 06:16:00,High,Completed
ORD_002486,APU_033,CUST_0731,PRODUCT_070,1878,2025-04-09 18:11:00,2025-04-10 01:11:00,Medium,Scheduled
ORD_002487,APU_050,CUST_0712,PRODUCT_047,884,2025-05-03 04:38:00,2025-05-03 17:38:00,Medium,In Progress
ORD_002488,APU_023,CUST_0798,PRODUCT_108,2272,2025-11-13 06:48:00,2025-11-13 17:48:00,Medium,Completed
ORD_002489,APU_029,CUST_0005,PRODUCT_010,2478,2025-06-03 10:30:00,2025-06-03 12:30:00,Low,In Progress
ORD_002490,APU_020,CUST_0697,PRODUCT_030,260,2025-11-13 20:52:00,2025-11-13 21:52:00,Critical,Completed
ORD_002491,APU_024,CUST_0799,PRODUCT_055,653,2025-09-05 19:59:00,2025-09-06 04:59:00,Low,In Progress
ORD_002492,APU_028,CUST_0695,PRODUCT_009,2617,2025-12-24 15:37:00,2025-12-25 04:37:00,High,Completed
ORD_002493,APU_036,CUST_0249,PRODUCT_032,2448,2026-04-27 06:44:00,2026-04-27 09:44:00,Low,Completed
ORD_002494,APU_018,CUST_0283,PRODUCT_050,1928,2025-06-18 10:30:00,2025-06-18 19:30:00,High,Completed
ORD_002495,APU_014,CUST_0521,PRODUCT_109,842,2025-03-09 17:17:00,2025-03-10 07:17:00,Low,In Progress
ORD_002496,APU_036,CUST_0798,PRODUCT_036,351,2026-04-27 05:52:00,2026-04-27 19:52:00,Low,In Progress
ORD_002497,APU_020,CUST_0363,PRODUCT_064,1120,2026-02-06 18:37:00,2026-02-07 05:37:00,High,Scheduled
ORD_002498,APU_030,CUST_0516,PRODUCT_008,2298,2026-06-28 05:25:00,2026-06-28 13:25:00,Medium,Scheduled
ORD_002499,APU_020,CUST_0554,PRODUCT_054,126,2025-07-10 02:01:00,2025-07-10 11:01:00,Low,At Risk
ORD_002500,APU_029,CUST_0683,PRODUCT_116,1553,2026-06-08 06:24:00,2026-06-08 18:24:00,High,At Risk
ORD_002501,APU_049,CUST_0260,PRODUCT_018,2531,2025-12-17 11:22:00,2025-12-18 03:22:00,Low,Scheduled
ORD_002502,APU_037,CUST_0380,PRODUCT_074,2584,2025-01-18 05:05:00,2025-01-18 06:05:00,High,Scheduled
ORD_002503,APU_017,CUST_0443,PRODUCT_048,1523,2025-08-11 11:55:00,2025-08-11 13:55:00,High,Scheduled
ORD_002504,APU_050,CUST_0504,PRODUCT_013,508,2025-02-20 19:03:00,2025-02-21 11:03:00,Medium,In Progress
ORD_002505,APU_048,CUST_0021,PRODUCT_006,2793,2025-03-31 22:59:00,2025-04-01 05:59:00,Critical,Completed
ORD_002506,APU_048,CUST_0456,PRODUCT_085,2046,2025-09-23 17:01:00,2025-09-23 22:01:00,Critical,Completed
ORD_002507,APU_011,CUST_0744,PRODUCT_114,2684,2025-04-02 02:42:00,2025-04-02 15:42:00,High,Scheduled
ORD_002508,APU_004,CUST_0134,PRODUCT_030,1980,2025-04-04 21:00:00,2025-04-05 13:00:00,High,Completed
ORD_002509,APU_045,CUST_0160,PRODUCT_014,2773,2025-04-14 07:34:00,2025-04-14 20:34:00,Low,In Progress
ORD_002510,APU_020,CUST_0553,PRODUCT_055,2067,2025-01-20 23:59:00,2025-01-21 15:59:00,High,In Progress
ORD_002511,APU_036,CUST_0317,PRODUCT_041,1768,2025-10-12 05:23:00,2025-10-12 13:23:00,High,Scheduled
ORD_002512,APU_040,CUST_0115,PRODUCT_052,1992,2026-06-19 09:48:00,2026-06-19 23:48:00,Low,Completed
ORD_002513,APU_026,CUST_0309,PRODUCT_085,658,2025-07-20 20:04:00,2025-07-21 12:04:00,Medium,In Progress
ORD_002514,APU_045,CUST_0783,PRODUCT_016,947,2026-05-31 11:00:00,2026-05-31 14:00:00,High,Scheduled
ORD_002515,APU_002,CUST_0194,PRODUCT_097,720,2026-05-18 13:44:00,2026-05-18 15:44:00,Low,At Risk
ORD_002516,APU_050,CUST_0265,PRODUCT_089,65,2026-06-24 07:51:00,2026-06-24 19:51:00,Low,At Risk
ORD_002517,APU_036,CUST_0053,PRODUCT_033,1808,2025-07-31 02:40:00,2025-07-31 07:40:00,Low,At Risk
ORD_002518,APU_023,CUST_0354,PRODUCT_073,1731,2025-06-20 21:03:00,2025-06-21 05:03:00,Critical,Scheduled
ORD_002519,APU_045,CUST_0792,PRODUCT_106,723,2025-06-26 19:32:00,2025-06-27 01:32:00,High,Completed
ORD_002520,APU_005,CUST_0225,PRODUCT_044,1593,2025-11-28 02:39:00,2025-11-28 09:39:00,High,At Risk
ORD_002521,APU_003,CUST_0056,PRODUCT_053,2191,2025-08-04 15:55:00,2025-08-04 17:55:00,Medium,In Progress
ORD_002522,APU_043,CUST_0545,PRODUCT_024,1039,2026-01-05 21:38:00,2026-01-06 03:38:00,Critical,At Risk
ORD_002523,APU_050,CUST_0081,PRODUCT_104,694,2025-07-22 01:51:00,2025-07-22 14:51:00,Medium,Scheduled
ORD_002524,APU_017,CUST_0767,PRODUCT_119,1995,2025-08-26 02:07:00,2025-08-26 04:07:00,High,Completed
ORD_002525,APU_009,CUST_0622,PRODUCT_011,1536,2026-06-21 09:32:00,2026-06-21 22:32:00,Critical,At Risk
ORD_002526,APU_006,CUST_0307,PRODUCT_028,446,2026-07-08 16:43:00,2026-07-08 21:43:00,Low,Completed
ORD_002527,APU_011,CUST_0394,PRODUCT_081,235,2026-01-02 08:49:00,2026-01-02 15:49:00,Critical,At Risk
ORD_002528,APU_045,CUST_0111,PRODUCT_017,2128,2025-05-01 12:54:00,2025-05-01 20:54:00,Critical,At Risk
ORD_002529,APU_023,CUST_0027,PRODUCT_119,934,2026-01-26 21:08:00,2026-01-27 07:08:00,Medium,Scheduled
ORD_002530,APU_008,CUST_0437,PRODUCT_106,989,2025-07-20 03:48:00,2025-07-20 07:48:00,Critical,Completed
ORD_002531,APU_043,CUST_0314,PRODUCT_055,2991,2025-07-07 14:13:00,2025-07-08 02:13:00,High,In Progress
ORD_002532,APU_032,CUST_0718,PRODUCT_089,2215,2026-06-26 15:30:00,2026-06-26 23:30:00,Low,At Risk
ORD_002533,APU_032,CUST_0314,PRODUCT_021,2612,2025-07-26 03:50:00,2025-07-26 19:50:00,Critical,At Risk
ORD_002534,APU_035,CUST_0305,PRODUCT_102,390,2025-09-27 00:41:00,2025-09-27 11:41:00,Critical,Completed
ORD_002535,APU_010,CUST_0405,PRODUCT_046,1255,2026-04-30 12:33:00,2026-04-30 22:33:00,Low,At Risk
ORD_002536,APU_036,CUST_0641,PRODUCT_092,1652,2025-04-23 16:42:00,2025-04-23 20:42:00,Low,In Progress
ORD_002537,APU_022,CUST_0153,PRODUCT_115,1311,2025-04-26 20:12:00,2025-04-27 09:12:00,High,Completed
ORD_002538,APU_022,CUST_0201,PRODUCT_075,871,2026-05-29 17:12:00,2026-05-30 03:12:00,Critical,Scheduled
ORD_002539,APU_035,CUST_0721,PRODUCT_091,2252,2026-06-25 10:23:00,2026-06-25 11:23:00,Critical,At Risk
ORD_002540,APU_001,CUST_0628,PRODUCT_010,1705,2026-05-20 12:38:00,2026-05-20 14:38:00,High,In Progress
ORD_002541,APU_019,CUST_0588,PRODUCT_086,2063,2025-09-04 22:42:00,2025-09-05 01:42:00,Medium,At Risk
ORD_002542,APU_035,CUST_0137,PRODUCT_073,2992,2025-12-20 03:31:00,2025-12-20 18:31:00,Low,Scheduled
ORD_002543,APU_017,CUST_0389,PRODUCT_097,1624,2025-05-21 22:59:00,2025-05-22 13:59:00,Medium,At Risk
ORD_002544,APU_030,CUST_0741,PRODUCT_003,1239,2025-04-16 15:43:00,2025-04-17 04:43:00,Medium,In Progress
ORD_002545,APU_011,CUST_0769,PRODUCT_019,2582,2025-06-21 14:22:00,2025-06-22 00:22:00,Critical,Completed
ORD_002546,APU_014,CUST_0092,PRODUCT_014,1098,2025-04-16 02:36:00,2025-04-16 08:36:00,Medium,In Progress
ORD_002547,APU_019,CUST_0399,PRODUCT_044,2656,2025-09-05 18:30:00,2025-09-05 23:30:00,Critical,In Progress
ORD_002548,APU_034,CUST_0570,PRODUCT_059,2218,2025-08-12 03:07:00,2025-08-12 05:07:00,Critical,Scheduled
ORD_002549,APU_032,CUST_0352,PRODUCT_077,1782,2025-08-06 06:54:00,2025-08-06 16:54:00,High,In Progress
ORD_002550,APU_004,CUST_0537,PRODUCT_108,2523,2025-02-05 09:50:00,2025-02-05 23:50:00,High,At Risk
ORD_002551,APU_008,CUST_0103,PRODUCT_068,497,2025-06-05 08:18:00,2025-06-05 12:18:00,High,Scheduled
ORD_002552,APU_039,CUST_0233,PRODUCT_055,857,2026-05-19 16:23:00,2026-05-19 22:23:00,High,Scheduled
ORD_002553,APU_047,CUST_0256,PRODUCT_033,1566,2025-01-26 14:37:00,2025-01-26 18:37:00,Low,In Progress
ORD_002554,APU_003,CUST_0454,PRODUCT_022,1663,2026-06-11 17:34:00,2026-06-11 21:34:00,High,Completed
ORD_002555,APU_030,CUST_0727,PRODUCT_067,348,2025-06-14 01:14:00,2025-06-14 08:14:00,Medium,At Risk
ORD_002556,APU_021,CUST_0150,PRODUCT_027,1780,2025-03-11 10:02:00,2025-03-11 22:02:00,Critical,Completed
ORD_002557,APU_045,CUST_0209,PRODUCT_056,927,2025-12-17 07:20:00,2025-12-17 08:20:00,Medium,In Progress
ORD_002558,APU_044,CUST_0708,PRODUCT_020,1887,2025-07-13 12:33:00,2025-07-13 22:33:00,Critical,Scheduled
ORD_002559,APU_049,CUST_0531,PRODUCT_070,2713,2025-01-02 23:39:00,2025-01-03 03:39:00,High,Completed
ORD_002560,APU_024,CUST_0375,PRODUCT_022,1151,2025-06-30 11:31:00,2025-06-30 23:31:00,High,Scheduled
ORD_002561,APU_014,CUST_0172,PRODUCT_072,2930,2025-10-20 21:14:00,2025-10-21 03:14:00,Low,In Progress
ORD_002562,APU_030,CUST_0100,PRODUCT_110,1111,2025-09-23 17:54:00,2025-09-23 20:54:00,Low,Scheduled
ORD_002563,APU_047,CUST_0375,PRODUCT_035,715,2026-01-22 00:51:00,2026-01-22 16:51:00,Medium,Completed
ORD_002564,APU_050,CUST_0229,PRODUCT_095,1024,2025-12-06 23:14:00,2025-12-07 08:14:00,Medium,At Risk
ORD_002565,APU_021,CUST_0199,PRODUCT_016,755,2026-04-16 16:28:00,2026-04-17 05:28:00,Medium,In Progress
ORD_002566,APU_048,CUST_0748,PRODUCT_093,1404,2025-01-01 05:27:00,2025-01-01 08:27:00,Low,Scheduled
ORD_002567,APU_006,CUST_0023,PRODUCT_053,1440,2025-04-10 00:36:00,2025-04-10 03:36:00,High,In Progress
ORD_002568,APU_045,CUST_0596,PRODUCT_096,1315,2026-06-04 09:42:00,2026-06-04 13:42:00,High,Completed
ORD_002569,APU_012,CUST_0749,PRODUCT_082,2968,2026-03-08 20:46:00,2026-03-09 05:46:00,Medium,In Progress
ORD_002570,APU_027,CUST_0515,PRODUCT_052,2422,2025-10-31 06:11:00,2025-10-31 10:11:00,Medium,At Risk
ORD_002571,APU_017,CUST_0691,PRODUCT_078,2729,2025-01-08 05:02:00,2025-01-08 16:02:00,Medium,In Progress
ORD_002572,APU_027,CUST_0674,PRODUCT_119,231,2025-08-29 08:31:00,2025-08-29 19:31:00,Medium,Scheduled
ORD_002573,APU_034,CUST_0117,PRODUCT_065,2011,2026-01-17 23:39:00,2026-01-18 04:39:00,High,At Risk
ORD_002574,APU_041,CUST_0676,PRODUCT_019,2075,2025-12-27 04:03:00,2025-12-27 06:03:00,Critical,In Progress
ORD_002575,APU_039,CUST_0669,PRODUCT_038,1316,2026-06-12 04:05:00,2026-06-12 20:05:00,Low,Completed
ORD_002576,APU_012,CUST_0065,PRODUCT_002,1828,2026-05-04 15:31:00,2026-05-04 18:31:00,Critical,Completed
ORD_002577,APU_044,CUST_0549,PRODUCT_076,1456,2025-11-12 11:42:00,2025-11-12 22:42:00,High,Completed
ORD_002578,APU_048,CUST_0671,PRODUCT_102,2397,2026-07-04 02:57:00,2026-07-04 15:57:00,High,In Progress
ORD_002579,APU_047,CUST_0081,PRODUCT_029,2236,2025-05-04 01:04:00,2025-05-04 04:04:00,High,Completed
ORD_002580,APU_001,CUST_0544,PRODUCT_068,155,2025-08-24 22:42:00,2025-08-25 14:42:00,Low,In Progress
ORD_002581,APU_014,CUST_0796,PRODUCT_086,809,2026-04-08 14:08:00,2026-04-09 04:08:00,High,Scheduled
ORD_002582,APU_009,CUST_0018,PRODUCT_051,328,2025-11-24 12:38:00,2025-11-25 02:38:00,High,Completed
ORD_002583,APU_044,CUST_0533,PRODUCT_008,594,2026-01-12 22:13:00,2026-01-13 14:13:00,Low,In Progress
ORD_002584,APU_038,CUST_0725,PRODUCT_118,1252,2026-06-20 01:37:00,2026-06-20 08:37:00,High,At Risk
ORD_002585,APU_047,CUST_0206,PRODUCT_114,862,2025-05-16 19:14:00,2025-05-17 00:14:00,High,In Progress
ORD_002586,APU_025,CUST_0424,PRODUCT_012,2180,2025-07-11 01:29:00,2025-07-11 09:29:00,Low,In Progress
ORD_002587,APU_011,CUST_0773,PRODUCT_038,1728,2025-05-12 10:14:00,2025-05-12 21:14:00,Medium,At Risk
ORD_002588,APU_034,CUST_0075,PRODUCT_089,2013,2025-07-21 18:48:00,2025-07-22 01:48:00,Critical,Scheduled
ORD_002589,APU_003,CUST_0589,PRODUCT_033,566,2025-10-13 20:28:00,2025-10-13 23:28:00,High,Completed
ORD_002590,APU_001,CUST_0479,PRODUCT_094,456,2025-09-15 08:07:00,2025-09-15 19:07:00,Critical,Scheduled
ORD_002591,APU_032,CUST_0114,PRODUCT_043,1491,2025-08-31 14:01:00,2025-08-31 19:01:00,Critical,Scheduled
ORD_002592,APU_041,CUST_0155,PRODUCT_020,2199,2025-11-07 10:48:00,2025-11-07 13:48:00,Medium,Completed
ORD_002593,APU_001,CUST_0439,PRODUCT_064,833,2025-12-19 22:06:00,2025-12-20 06:06:00,Medium,In Progress
ORD_002594,APU_013,CUST_0182,PRODUCT_096,608,2026-03-13 07:12:00,2026-03-13 10:12:00,Medium,Scheduled
ORD_002595,APU_025,CUST_0772,PRODUCT_070,536,2025-04-25 04:33:00,2025-04-25 20:33:00,Low,Completed
ORD_002596,APU_001,CUST_0705,PRODUCT_064,452,2025-02-11 06:26:00,2025-02-11 22:26:00,Low,At Risk
ORD_002597,APU_002,CUST_0757,PRODUCT_090,2667,2025-12-18 05:37:00,2025-12-18 17:37:00,Medium,At Risk
ORD_002598,APU_036,CUST_0743,PRODUCT_068,592,2025-11-19 14:34:00,2025-11-19 15:34:00,Critical,At Risk
ORD_002599,APU_031,CUST_0413,PRODUCT_061,2664,2026-03-16 23:07:00,2026-03-17 15:07:00,High,Completed
ORD_002600,APU_046,CUST_0330,PRODUCT_090,2077,2025-08-30 17:10:00,2025-08-31 07:10:00,Medium,Scheduled
ORD_002601,APU_009,CUST_0004,PRODUCT_025,1438,2025-12-23 14:17:00,2025-12-24 00:17:00,Critical,In Progress
ORD_002602,APU_046,CUST_0304,PRODUCT_026,797,2025-09-06 14:31:00,2025-09-06 21:31:00,High,Scheduled
ORD_002603,APU_030,CUST_0195,PRODUCT_061,1625,2025-03-27 03:02:00,2025-03-27 07:02:00,Low,In Progress
ORD_002604,APU_037,CUST_0203,PRODUCT_023,2103,2025-09-11 09:00:00,2025-09-11 18:00:00,High,In Progress
ORD_002605,APU_014,CUST_0010,PRODUCT_069,2397,2025-11-06 19:03:00,2025-11-07 10:03:00,Medium,Completed
ORD_002606,APU_005,CUST_0607,PRODUCT_027,660,2025-05-12 19:56:00,2025-05-13 10:56:00,High,Completed
ORD_002607,APU_020,CUST_0417,PRODUCT_006,1886,2025-10-06 15:37:00,2025-10-06 20:37:00,Medium,Completed
ORD_002608,APU_044,CUST_0404,PRODUCT_095,131,2025-08-10 11:35:00,2025-08-10 18:35:00,Critical,In Progress
ORD_002609,APU_033,CUST_0556,PRODUCT_009,1916,2025-02-17 18:11:00,2025-02-18 10:11:00,Critical,Completed
ORD_002610,APU_014,CUST_0371,PRODUCT_098,1102,2026-05-12 08:23:00,2026-05-12 11:23:00,Low,Completed
ORD_002611,APU_028,CUST_0701,PRODUCT_079,2017,2026-01-30 07:05:00,2026-01-30 21:05:00,Critical,At Risk
ORD_002612,APU_006,CUST_0718,PRODUCT_046,563,2026-06-24 09:10:00,2026-06-24 17:10:00,Critical,In Progress
ORD_002613,APU_040,CUST_0678,PRODUCT_063,1032,2025-04-16 23:20:00,2025-04-17 04:20:00,Low,Completed
ORD_002614,APU_026,CUST_0659,PRODUCT_109,2520,2025-01-02 07:54:00,2025-01-02 15:54:00,High,In Progress
ORD_002615,APU_021,CUST_0126,PRODUCT_067,2412,2026-02-08 07:23:00,2026-02-08 14:23:00,Low,At Risk
ORD_002616,APU_015,CUST_0618,PRODUCT_072,2513,2025-04-08 07:38:00,2025-04-08 09:38:00,Low,At Risk
ORD_002617,APU_006,CUST_0424,PRODUCT_055,2861,2025-07-02 01:59:00,2025-07-02 11:59:00,Low,At Risk
ORD_002618,APU_006,CUST_0031,PRODUCT_044,2941,2025-04-28 20:29:00,2025-04-29 05:29:00,Critical,At Risk
ORD_002619,APU_025,CUST_0316,PRODUCT_021,1977,2025-01-20 00:25:00,2025-01-20 09:25:00,Medium,Completed
ORD_002620,APU_025,CUST_0681,PRODUCT_053,2855,2025-09-11 13:21:00,2025-09-11 22:21:00,Medium,At Risk
ORD_002621,APU_001,CUST_0351,PRODUCT_020,2417,2026-05-14 17:32:00,2026-05-15 09:32:00,High,Scheduled
ORD_002622,APU_012,CUST_0763,PRODUCT_118,722,2025-02-24 12:43:00,2025-02-24 22:43:00,Critical,Scheduled
ORD_002623,APU_008,CUST_0004,PRODUCT_006,2545,2025-04-23 15:04:00,2025-04-24 02:04:00,Critical,Completed
ORD_002624,APU_003,CUST_0523,PRODUCT_119,706,2026-03-10 23:43:00,2026-03-11 15:43:00,High,Completed
ORD_002625,APU_032,CUST_0516,PRODUCT_109,651,2025-06-17 14:37:00,2025-06-18 03:37:00,Low,Scheduled
ORD_002626,APU_014,CUST_0198,PRODUCT_066,1288,2026-05-11 07:25:00,2026-05-11 12:25:00,Low,Completed
ORD_002627,APU_019,CUST_0354,PRODUCT_081,2006,2025-10-22 11:02:00,2025-10-22 12:02:00,Critical,Completed
ORD_002628,APU_038,CUST_0458,PRODUCT_114,500,2025-10-13 19:21:00,2025-10-14 09:21:00,Critical,At Risk
ORD_002629,APU_003,CUST_0644,PRODUCT_013,2553,2025-07-23 01:20:00,2025-07-23 09:20:00,Medium,In Progress
ORD_002630,APU_019,CUST_0413,PRODUCT_107,2089,2026-05-24 17:09:00,2026-05-25 07:09:00,High,Completed
ORD_002631,APU_030,CUST_0593,PRODUCT_080,2101,2026-02-26 22:39:00,2026-02-27 08:39:00,High,Scheduled
ORD_002632,APU_023,CUST_0466,PRODUCT_091,2178,2026-04-03 23:44:00,2026-04-04 09:44:00,Medium,Scheduled
ORD_002633,APU_015,CUST_0702,PRODUCT_108,360,2025-03-07 12:21:00,2025-03-07 22:21:00,Low,In Progress
ORD_002634,APU_018,CUST_0591,PRODUCT_047,1138,2025-11-23 05:49:00,2025-11-23 20:49:00,Critical,At Risk
ORD_002635,APU_009,CUST_0541,PRODUCT_010,2006,2026-04-01 14:23:00,2026-04-01 21:23:00,Low,Scheduled
ORD_002636,APU_005,CUST_0353,PRODUCT_016,425,2026-05-15 07:28:00,2026-05-15 11:28:00,High,Completed
ORD_002637,APU_025,CUST_0033,PRODUCT_081,2917,2025-06-01 03:30:00,2025-06-01 14:30:00,Critical,At Risk
ORD_002638,APU_047,CUST_0738,PRODUCT_102,2177,2026-02-14 07:16:00,2026-02-14 22:16:00,Critical,Scheduled
ORD_002639,APU_015,CUST_0345,PRODUCT_110,1367,2026-04-03 18:48:00,2026-04-04 06:48:00,Critical,Completed
ORD_002640,APU_042,CUST_0619,PRODUCT_026,853,2025-08-17 18:02:00,2025-08-18 02:02:00,Low,In Progress
ORD_002641,APU_027,CUST_0457,PRODUCT_070,150,2025-11-28 18:33:00,2025-11-29 08:33:00,Medium,At Risk
ORD_002642,APU_036,CUST_0314,PRODUCT_004,2573,2026-07-02 14:07:00,2026-07-02 20:07:00,Medium,At Risk
ORD_002643,APU_044,CUST_0416,PRODUCT_086,1275,2026-05-28 16:58:00,2026-05-28 23:58:00,Low,At Risk
ORD_002644,APU_009,CUST_0035,PRODUCT_071,2819,2025-11-22 04:44:00,2025-11-22 12:44:00,Medium,Completed
ORD_002645,APU_011,CUST_0416,PRODUCT_118,2590,2026-04-16 17:59:00,2026-04-16 18:59:00,Critical,Completed
ORD_002646,APU_017,CUST_0234,PRODUCT_017,1867,2025-09-15 02:07:00,2025-09-15 07:07:00,Critical,Completed
ORD_002647,APU_040,CUST_0706,PRODUCT_019,371,2025-07-21 11:04:00,2025-07-21 14:04:00,Medium,At Risk
ORD_002648,APU_013,CUST_0333,PRODUCT_101,1223,2025-07-03 19:06:00,2025-07-04 02:06:00,Medium,At Risk
ORD_002649,APU_004,CUST_0765,PRODUCT_034,684,2026-06-29 07:37:00,2026-06-29 21:37:00,Medium,In Progress
ORD_002650,APU_026,CUST_0222,PRODUCT_032,1017,2026-05-25 05:17:00,2026-05-25 17:17:00,Low,In Progress
ORD_002651,APU_039,CUST_0094,PRODUCT_039,2817,2025-10-19 15:08:00,2025-10-20 03:08:00,Critical,In Progress
ORD_002652,APU_008,CUST_0165,PRODUCT_015,1633,2025-06-14 09:33:00,2025-06-14 17:33:00,Critical,Scheduled
