cost_id,work_order_id,machine_id,repair_cost_usd,downtime_cost_per_hour_usd,downtime_cost_usd,total_impact_usd
COST_02271,WO_02271,APU_022,199.96,633.31,2083.59,2283.55
COST_02272,WO_02272,APU_044,142.18,1353.24,2814.74,2956.92
COST_02273,WO_02273,APU_020,474.35,1018.28,1904.18,2378.53
COST_02274,WO_02274,APU_033,900.0,1344.06,3723.05,4623.05
COST_02275,WO_02275,APU_004,245.16,682.8,1017.37,1262.53
COST_02276,WO_02276,APU_045,783.74,1220.15,1830.23,2613.97
COST_02277,WO_02277,APU_026,479.05,1458.38,5760.6,6239.65
COST_02278,WO_02278,APU_013,412.05,494.4,716.88,1128.93
COST_02279,WO_02279,APU_013,844.9,325.31,1275.22,2120.12
COST_02280,WO_02280,APU_006,377.04,1544.39,5420.81,5797.85
COST_02281,WO_02281,APU_047,436.54,465.5,488.78,925.32
COST_02282,WO_02282,APU_021,756.0,301.03,562.93,1318.93
COST_02283,WO_02283,APU_031,678.82,443.49,2323.89,3002.71
COST_02284,WO_02284,APU_034,659.58,435.42,687.96,1347.54
COST_02285,WO_02285,APU_005,954.67,1145.23,2416.44,3371.11
COST_02286,WO_02286,APU_020,998.78,866.26,3031.91,4030.69
COST_02287,WO_02287,APU_010,386.59,1095.89,4580.82,4967.41
COST_02288,WO_02288,APU_033,777.52,1314.97,3116.48,3894.0
COST_02289,WO_02289,APU_002,758.59,1350.06,2646.12,3404.71
COST_02290,WO_02290,APU_014,314.47,749.7,4453.22,4767.69
COST_02291,WO_02291,APU_035,1192.31,1583.03,11192.02,12384.33
COST_02292,WO_02292,APU_014,472.53,538.78,2510.71,2983.24
COST_02293,WO_02293,APU_037,298.89,808.11,2303.11,2602.0
COST_02294,WO_02294,APU_014,651.31,1660.02,2888.43,3539.74
COST_02295,WO_02295,APU_014,258.89,864.23,1486.48,1745.37
COST_02296,WO_02296,APU_032,678.1,584.02,2114.15,2792.25
COST_02297,WO_02297,APU_043,318.25,801.57,2741.37,3059.62
COST_02298,WO_02298,APU_015,886.68,361.3,2124.44,3011.12
COST_02299,WO_02299,APU_040,203.44,1257.65,4892.26,5095.7
COST_02300,WO_02300,APU_007,343.15,1694.79,2016.8,2359.95
COST_02301,WO_02301,APU_040,482.4,1438.25,6975.51,7457.91
COST_02302,WO_02302,APU_013,698.52,722.65,1134.56,1833.08
COST_02303,WO_02303,APU_007,970.4,1788.04,3933.69,4904.09
COST_02304,WO_02304,APU_002,490.0,501.67,1565.21,2055.21
COST_02305,WO_02305,APU_027,1405.71,700.1,5705.82,7111.53
COST_02306,WO_02306,APU_045,1440.06,367.95,5533.97,6974.03
COST_02307,WO_02307,APU_006,571.92,411.99,1565.56,2137.48
COST_02308,WO_02308,APU_025,810.09,1371.32,3373.45,4183.54
COST_02309,WO_02309,APU_010,288.56,659.24,2406.23,2694.79
COST_02310,WO_02310,APU_029,1049.42,670.0,2968.1,4017.52
COST_02311,WO_02311,APU_044,698.27,1583.97,3611.45,4309.72
COST_02312,WO_02312,APU_018,731.03,1591.62,11618.83,12349.86
COST_02313,WO_02313,APU_038,520.17,547.28,1685.62,2205.79
COST_02314,WO_02314,APU_021,651.32,591.34,2111.08,2762.4
COST_02315,WO_02315,APU_048,1043.39,1354.65,5310.23,6353.62
COST_02316,WO_02316,APU_039,371.61,1260.59,4323.82,4695.43
COST_02317,WO_02317,APU_026,487.83,1376.41,5932.33,6420.16
COST_02318,WO_02318,APU_034,193.17,475.42,922.31,1115.48
COST_02319,WO_02319,APU_038,679.94,1602.94,3205.88,3885.82
COST_02320,WO_02320,APU_048,416.98,616.87,912.97,1329.95
COST_02321,WO_02321,APU_033,698.11,1153.85,3992.32,4690.43
COST_02322,WO_02322,APU_046,393.93,1262.05,5262.75,5656.68
COST_02323,WO_02323,APU_050,370.49,1653.25,5786.38,6156.87
COST_02324,WO_02324,APU_046,1312.98,1125.48,7687.03,9000.01
COST_02325,WO_02325,APU_046,655.94,1275.11,3455.55,4111.49
COST_02326,WO_02326,APU_013,631.72,562.0,2208.66,2840.38
COST_02327,WO_02327,APU_050,683.08,1758.18,2619.69,3302.77
COST_02328,WO_02328,APU_029,439.58,778.04,1711.69,2151.27
COST_02329,WO_02329,APU_034,831.63,620.13,2474.32,3305.95
COST_02330,WO_02330,APU_005,531.92,1723.17,7478.56,8010.48
COST_02331,WO_02331,APU_015,665.77,1381.15,3190.46,3856.23
COST_02332,WO_02332,APU_021,732.99,1067.53,2786.25,3519.24
COST_02333,WO_02333,APU_040,592.71,1515.11,1787.83,2380.54
COST_02334,WO_02334,APU_028,468.62,1464.17,3265.1,3733.72
COST_02335,WO_02335,APU_049,654.74,790.41,3509.42,4164.16
COST_02336,WO_02336,APU_014,851.74,685.22,2555.87,3407.61
COST_02337,WO_02337,APU_023,518.94,1641.93,5878.11,6397.05
COST_02338,WO_02338,APU_015,401.4,1795.63,5009.81,5411.21
COST_02339,WO_02339,APU_009,896.4,1249.63,3411.49,4307.89
COST_02340,WO_02340,APU_015,290.44,1036.22,1958.46,2248.9
COST_02341,WO_02341,APU_036,888.03,1703.24,6795.93,7683.96
COST_02342,WO_02342,APU_014,429.34,664.67,2279.82,2709.16
COST_02343,WO_02343,APU_047,876.3,1339.06,4767.05,5643.35
COST_02344,WO_02344,APU_048,920.43,646.28,1318.41,2238.84
COST_02345,WO_02345,APU_011,623.54,1787.59,1483.7,2107.24
COST_02346,WO_02346,APU_015,387.17,498.42,2477.15,2864.32
COST_02347,WO_02347,APU_036,328.76,1521.3,3179.52,3508.28
COST_02348,WO_02348,APU_035,179.14,844.76,1427.64,1606.78
COST_02349,WO_02349,APU_028,908.48,1776.81,7071.7,7980.18
COST_02350,WO_02350,APU_008,398.12,1567.14,3432.04,3830.16
COST_02351,WO_02351,APU_027,306.5,1573.42,7662.56,7969.06
COST_02352,WO_02352,APU_018,779.83,374.55,1430.78,2210.61
COST_02353,WO_02353,APU_018,811.31,1092.16,4324.95,5136.26
COST_02354,WO_02354,APU_036,810.57,1056.02,1351.71,2162.28
COST_02355,WO_02355,APU_029,391.1,1266.92,6702.01,7093.11
COST_02356,WO_02356,APU_018,303.85,550.17,1727.53,2031.38
COST_02357,WO_02357,APU_030,670.5,436.43,968.87,1639.37
COST_02358,WO_02358,APU_008,299.11,724.68,2130.56,2429.67
COST_02359,WO_02359,APU_037,339.69,1708.33,1742.5,2082.19
COST_02360,WO_02360,APU_041,603.56,432.84,1471.66,2075.22
COST_02361,WO_02361,APU_039,155.4,1668.55,2569.57,2724.97
COST_02362,WO_02362,APU_012,798.51,1118.31,1442.62,2241.13
COST_02363,WO_02363,APU_050,563.32,1562.72,1844.01,2407.33
COST_02364,WO_02364,APU_020,789.24,491.85,2464.17,3253.41
COST_02365,WO_02365,APU_047,235.19,815.78,1566.3,1801.49
COST_02366,WO_02366,APU_023,984.53,396.09,2503.29,3487.82
COST_02367,WO_02367,APU_014,508.76,1359.09,2745.36,3254.12
COST_02368,WO_02368,APU_029,593.39,1115.7,1182.64,1776.03
COST_02369,WO_02369,APU_004,208.51,1703.21,2503.72,2712.23
COST_02370,WO_02370,APU_006,854.54,1219.72,6537.7,7392.24
COST_02371,WO_02371,APU_001,286.65,1135.15,2826.52,3113.17
COST_02372,WO_02372,APU_028,555.65,1412.7,2839.53,3395.18
COST_02373,WO_02373,APU_010,370.91,951.72,2826.61,3197.52
COST_02374,WO_02374,APU_012,1012.13,896.56,3209.68,4221.81
COST_02375,WO_02375,APU_012,709.32,538.48,2708.55,3417.87
COST_02376,WO_02376,APU_044,497.14,320.54,1932.86,2430.0
COST_02377,WO_02377,APU_002,137.22,1014.68,2262.74,2399.96
COST_02378,WO_02378,APU_048,460.92,447.69,586.47,1047.39
COST_02379,WO_02379,APU_014,256.32,1310.66,2844.13,3100.45
COST_02380,WO_02380,APU_003,736.15,352.81,1107.82,1843.97
COST_02381,WO_02381,APU_009,716.92,919.65,1471.44,2188.36
COST_02382,WO_02382,APU_008,706.22,1176.71,1894.5,2600.72
COST_02383,WO_02383,APU_015,433.14,781.03,2561.78,2994.92
COST_02384,WO_02384,APU_011,886.1,734.19,1945.6,2831.7
COST_02385,WO_02385,APU_009,510.91,1188.5,3292.14,3803.05
COST_02386,WO_02386,APU_028,245.43,1762.21,3154.36,3399.79
COST_02387,WO_02387,APU_018,691.85,1449.89,3465.24,4157.09
COST_02388,WO_02388,APU_041,848.88,947.83,1554.44,2403.32
COST_02389,WO_02389,APU_040,457.84,507.71,2254.23,2712.07
COST_02390,WO_02390,APU_025,957.78,786.8,3776.64,4734.42
COST_02391,WO_02391,APU_011,336.49,1314.11,1287.83,1624.32
COST_02392,WO_02392,APU_007,300.44,1238.53,2018.8,2319.24
COST_02393,WO_02393,APU_019,422.23,727.01,865.14,1287.37
COST_02394,WO_02394,APU_014,675.55,1166.33,2216.03,2891.58
COST_02395,WO_02395,APU_010,760.34,1583.9,4118.14,4878.48
COST_02396,WO_02396,APU_022,269.18,581.42,709.33,978.51
COST_02397,WO_02397,APU_048,508.46,1611.18,2642.34,3150.8
COST_02398,WO_02398,APU_036,456.43,1348.52,2103.69,2560.12
COST_02399,WO_02399,APU_026,657.75,468.04,1427.52,2085.27
COST_02400,WO_02400,APU_027,452.12,1407.47,3969.07,4421.19
COST_02401,WO_02401,APU_033,344.62,1692.46,3097.2,3441.82
COST_02402,WO_02402,APU_031,952.68,955.92,2867.76,3820.44
COST_02403,WO_02403,APU_018,661.9,1079.26,2169.31,2831.21
COST_02404,WO_02404,APU_025,450.43,513.22,1200.93,1651.36
COST_02405,WO_02405,APU_013,1052.2,1735.81,11838.22,12890.42
COST_02406,WO_02406,APU_048,653.8,865.89,4918.26,5572.06
COST_02407,WO_02407,APU_013,654.26,494.45,657.62,1311.88
COST_02408,WO_02408,APU_014,721.45,357.47,1533.55,2255.0
COST_02409,WO_02409,APU_042,749.13,1124.56,4779.38,5528.51
COST_02410,WO_02410,APU_044,752.11,705.16,1022.48,1774.59
COST_02411,WO_02411,APU_007,767.26,1328.63,5659.96,6427.22
COST_02412,WO_02412,APU_026,1150.67,1001.86,6341.77,7492.44
COST_02413,WO_02413,APU_015,750.35,318.89,468.77,1219.12
COST_02414,WO_02414,APU_043,655.01,1199.82,1967.7,2622.71
COST_02415,WO_02415,APU_006,1019.86,985.0,4688.6,5708.46
COST_02416,WO_02416,APU_005,898.39,1248.81,3946.24,4844.63
COST_02417,WO_02417,APU_004,373.61,1774.28,6529.35,6902.96
COST_02418,WO_02418,APU_008,496.65,1429.86,4689.94,5186.59
COST_02419,WO_02419,APU_010,1017.0,851.9,2870.9,3887.9
COST_02420,WO_02420,APU_036,640.23,1326.29,1737.44,2377.67
COST_02421,WO_02421,APU_045,915.66,616.77,2985.17,3900.83
COST_02422,WO_02422,APU_035,759.26,1260.31,6515.8,7275.06
COST_02423,WO_02423,APU_008,305.13,356.88,856.51,1161.64
COST_02424,WO_02424,APU_020,297.26,613.9,1626.83,1924.09
COST_02425,WO_02425,APU_006,648.48,1291.37,1510.9,2159.38
COST_02426,WO_02426,APU_032,482.86,423.66,1529.41,2012.27
COST_02427,WO_02427,APU_025,928.29,821.7,3056.72,3985.01
COST_02428,WO_02428,APU_041,258.91,520.86,1369.86,1628.77
COST_02429,WO_02429,APU_016,365.4,727.49,3666.55,4031.95
COST_02430,WO_02430,APU_006,690.05,754.55,1705.28,2395.33
COST_02431,WO_02431,APU_025,335.95,1335.43,4954.45,5290.4
COST_02432,WO_02432,APU_049,544.19,1791.95,2777.52,3321.71
COST_02433,WO_02433,APU_032,945.27,667.62,1789.22,2734.49
COST_02434,WO_02434,APU_028,501.5,1185.89,2929.15,3430.65
COST_02435,WO_02435,APU_002,718.06,1452.63,4474.1,5192.16
COST_02436,WO_02436,APU_024,342.5,358.86,796.67,1139.17
COST_02437,WO_02437,APU_041,274.64,1461.78,3698.3,3972.94
COST_02438,WO_02438,APU_024,597.01,1795.6,7685.17,8282.18
COST_02439,WO_02439,APU_019,796.72,1779.05,3807.17,4603.89
COST_02440,WO_02440,APU_012,302.28,1757.99,1968.95,2271.23
COST_02441,WO_02441,APU_041,729.57,1011.99,7205.37,7934.94
COST_02442,WO_02442,APU_032,805.14,1591.03,9243.88,10049.02
COST_02443,WO_02443,APU_023,418.91,636.9,853.45,1272.36
COST_02444,WO_02444,APU_036,283.29,1501.3,5960.16,6243.45
COST_02445,WO_02445,APU_023,508.96,338.75,697.83,1206.79
COST_02446,WO_02446,APU_039,1006.01,402.34,1263.35,2269.36
COST_02447,WO_02447,APU_023,628.7,1303.5,4171.2,4799.9
COST_02448,WO_02448,APU_011,771.71,1511.04,3611.39,4383.1
COST_02449,WO_02449,APU_008,299.76,1167.71,2066.85,2366.61
COST_02450,WO_02450,APU_002,552.93,1262.53,2348.31,2901.24
COST_02451,WO_02451,APU_016,1028.24,834.52,1368.61,2396.85
COST_02452,WO_02452,APU_019,951.43,556.07,956.44,1907.87
COST_02453,WO_02453,APU_012,321.26,1459.58,3824.1,4145.36
COST_02454,WO_02454,APU_036,265.75,857.1,1568.49,1834.24
COST_02455,WO_02455,APU_007,522.1,307.56,1217.94,1740.04
COST_02456,WO_02456,APU_021,1259.87,1469.95,9054.89,10314.76
COST_02457,WO_02457,APU_045,117.87,1625.22,3217.94,3335.81
COST_02458,WO_02458,APU_039,402.35,1152.78,3573.62,3975.97
COST_02459,WO_02459,APU_025,878.58,1585.41,5675.77,6554.35
COST_02460,WO_02460,APU_049,561.19,684.87,2410.74,2971.93
COST_02461,WO_02461,APU_029,339.7,1428.01,4041.27,4380.97
COST_02462,WO_02462,APU_009,845.19,869.78,3557.4,4402.59
COST_02463,WO_02463,APU_041,651.44,839.77,2972.79,3624.23
COST_02464,WO_02464,APU_021,170.8,962.45,1328.18,1498.98
COST_02465,WO_02465,APU_012,366.15,1254.98,5496.81,5862.96
COST_02466,WO_02466,APU_046,478.67,844.98,3743.26,4221.93
COST_02467,WO_02467,APU_021,278.69,469.79,840.92,1119.61
COST_02468,WO_02468,APU_012,833.42,780.36,2169.4,3002.82
COST_02469,WO_02469,APU_004,822.58,742.66,2940.93,3763.51
COST_02470,WO_02470,APU_023,890.22,1084.09,2623.5,3513.72
COST_02471,WO_02471,APU_015,655.03,1759.05,8619.35,9274.38
COST_02472,WO_02472,APU_012,530.18,1107.08,11048.66,11578.84
COST_02473,WO_02473,APU_009,135.37,1449.23,2550.64,2686.01
COST_02474,WO_02474,APU_023,799.23,914.81,1161.81,1961.04
COST_02475,WO_02475,APU_001,981.07,943.94,3030.05,4011.12
COST_02476,WO_02476,APU_015,559.06,936.18,3782.17,4341.23
COST_02477,WO_02477,APU_012,788.96,1019.57,2436.77,3225.73
COST_02478,WO_02478,APU_042,1004.14,591.27,3577.18,4581.32
COST_02479,WO_02479,APU_039,248.28,1493.57,1941.64,2189.92
COST_02480,WO_02480,APU_007,335.31,300.93,1197.7,1533.01
COST_02481,WO_02481,APU_005,443.51,1300.15,2535.29,2978.8
COST_02482,WO_02482,APU_015,537.36,1308.68,9160.76,9698.12
COST_02483,WO_02483,APU_006,930.39,1399.67,11379.32,12309.71
COST_02484,WO_02484,APU_022,339.43,1725.68,3071.71,3411.14
COST_02485,WO_02485,APU_048,170.41,1211.47,2435.05,2605.46
COST_02486,WO_02486,APU_043,676.43,1356.98,5916.43,6592.86
COST_02487,WO_02487,APU_023,235.12,547.25,1203.95,1439.07
COST_02488,WO_02488,APU_045,340.29,1085.29,2876.02,3216.31
COST_02489,WO_02489,APU_010,787.1,1711.28,4723.13,5510.23
COST_02490,WO_02490,APU_025,193.72,341.05,324.0,517.72
COST_02491,WO_02491,APU_044,741.01,395.79,1068.63,1809.64
COST_02492,WO_02492,APU_041,777.46,1531.55,2848.68,3626.14
COST_02493,WO_02493,APU_006,557.14,1216.52,2518.2,3075.34
COST_02494,WO_02494,APU_022,1210.11,1023.28,6149.91,7360.02
COST_02495,WO_02495,APU_010,639.63,1387.18,1886.56,2526.19
COST_02496,WO_02496,APU_040,337.69,1009.79,4291.61,4629.3
COST_02497,WO_02497,APU_032,736.5,1409.37,3283.83,4020.33
COST_02498,WO_02498,APU_034,587.59,1681.52,3917.94,4505.53
COST_02499,WO_02499,APU_023,951.35,720.83,3027.49,3978.84
COST_02500,WO_02500,APU_005,553.64,1128.26,3700.69,4254.33
COST_02501,WO_02501,APU_016,680.17,552.28,2054.48,2734.65
COST_02502,WO_02502,APU_017,262.03,698.23,3232.8,3494.83
COST_02503,WO_02503,APU_037,270.47,1278.54,2902.29,3172.76
COST_02504,WO_02504,APU_001,508.44,762.84,1479.91,1988.35
COST_02505,WO_02505,APU_010,963.17,1002.94,1504.41,2467.58
COST_02506,WO_02506,APU_012,858.5,1304.32,2256.47,3114.97
COST_02507,WO_02507,APU_044,1152.38,1646.34,22653.64,23806.02
COST_02508,WO_02508,APU_001,676.35,917.34,4944.46,5620.81
COST_02509,WO_02509,APU_023,114.66,579.08,747.01,861.67
COST_02510,WO_02510,APU_030,218.08,525.89,688.92,907.0
COST_02511,WO_02511,APU_029,738.73,322.61,1142.04,1880.77
COST_02512,WO_02512,APU_037,529.93,485.57,1782.04,2311.97
COST_02513,WO_02513,APU_050,233.59,1637.34,6025.41,6259.0
COST_02514,WO_02514,APU_034,376.09,428.24,1010.65,1386.74
COST_02515,WO_02515,APU_004,379.43,1106.05,2809.37,3188.8
COST_02516,WO_02516,APU_050,1090.4,1669.43,5442.34,6532.74
COST_02517,WO_02517,APU_002,616.1,1204.57,3433.02,4049.12
COST_02518,WO_02518,APU_047,209.6,1141.68,913.34,1122.94
COST_02519,WO_02519,APU_028,732.13,1549.35,3718.44,4450.57
COST_02520,WO_02520,APU_037,780.6,578.58,983.59,1764.19
COST_02521,WO_02521,APU_037,486.38,1239.99,3707.57,4193.95
COST_02522,WO_02522,APU_007,615.74,1098.6,15424.34,16040.08
COST_02523,WO_02523,APU_014,390.74,666.64,2219.91,2610.65
COST_02524,WO_02524,APU_004,886.6,717.94,1644.08,2530.68
COST_02525,WO_02525,APU_044,450.66,1715.32,7736.09,8186.75
COST_02526,WO_02526,APU_031,459.72,1075.72,3808.05,4267.77
COST_02527,WO_02527,APU_007,411.53,1096.45,3749.86,4161.39
COST_02528,WO_02528,APU_036,853.5,865.13,3287.49,4140.99
COST_02529,WO_02529,APU_043,671.31,709.39,5973.06,6644.37
COST_02530,WO_02530,APU_024,667.3,997.42,1456.23,2123.53
COST_02531,WO_02531,APU_006,513.5,1549.22,5468.75,5982.25
COST_02532,WO_02532,APU_011,960.41,1496.01,2438.5,3398.91
COST_02533,WO_02533,APU_035,833.94,1613.23,5952.82,6786.76
COST_02534,WO_02534,APU_028,332.71,755.89,1239.66,1572.37
COST_02535,WO_02535,APU_038,272.49,1618.47,3495.9,3768.39
COST_02536,WO_02536,APU_030,458.03,921.81,2129.38,2587.41
COST_02537,WO_02537,APU_028,389.28,1401.01,6514.7,6903.98
COST_02538,WO_02538,APU_010,430.11,1153.58,5191.11,5621.22
COST_02539,WO_02539,APU_031,568.4,497.48,681.55,1249.95
COST_02540,WO_02540,APU_021,309.6,1678.66,4700.25,5009.85
COST_02541,WO_02541,APU_028,904.89,1377.36,2534.34,3439.23
COST_02542,WO_02542,APU_035,258.61,556.61,756.99,1015.6
COST_02543,WO_02543,APU_036,468.52,504.59,1216.06,1684.58
COST_02544,WO_02544,APU_049,163.99,1476.35,3380.84,3544.83
COST_02545,WO_02545,APU_013,828.31,1212.86,12528.84,13357.15
COST_02546,WO_02546,APU_010,543.85,888.1,3063.95,3607.8
COST_02547,WO_02547,APU_044,589.91,554.97,704.81,1294.72
COST_02548,WO_02548,APU_007,822.62,1107.73,2204.38,3027.0
COST_02549,WO_02549,APU_025,846.22,1056.79,5040.89,5887.11
COST_02550,WO_02550,APU_019,919.08,1329.27,11391.84,12310.92
COST_02551,WO_02551,APU_002,553.44,1647.33,1877.96,2431.4
COST_02552,WO_02552,APU_044,726.53,1685.99,1635.41,2361.94
COST_02553,WO_02553,APU_006,540.62,1081.26,8228.39,8769.01
COST_02554,WO_02554,APU_002,395.25,1753.06,5907.81,6303.06
COST_02555,WO_02555,APU_032,432.35,1223.2,2067.21,2499.56
COST_02556,WO_02556,APU_005,328.55,1349.37,4925.2,5253.75
COST_02557,WO_02557,APU_023,321.91,895.9,573.38,895.29
COST_02558,WO_02558,APU_015,599.98,1559.89,4242.9,4842.88
COST_02559,WO_02559,APU_039,582.4,1186.48,3867.92,4450.32
COST_02560,WO_02560,APU_025,686.25,1786.4,8074.53,8760.78
COST_02561,WO_02561,APU_010,733.25,1351.14,2107.78,2841.03
COST_02562,WO_02562,APU_028,148.49,1269.08,3616.88,3765.37
COST_02563,WO_02563,APU_038,306.22,392.53,639.82,946.04
COST_02564,WO_02564,APU_002,602.93,1518.97,4754.38,5357.31
COST_02565,WO_02565,APU_021,142.78,427.88,710.28,853.06
COST_02566,WO_02566,APU_026,778.2,1132.2,2456.87,3235.07
COST_02567,WO_02567,APU_021,707.05,653.37,1025.79,1732.84
COST_02568,WO_02568,APU_006,944.71,1528.66,5946.49,6891.2
COST_02569,WO_02569,APU_036,988.26,1066.96,4651.95,5640.21
COST_02570,WO_02570,APU_012,764.51,836.62,1999.52,2764.03
COST_02571,WO_02571,APU_040,891.9,740.23,2057.84,2949.74
COST_02572,WO_02572,APU_027,256.77,1491.43,1834.46,2091.23
COST_02573,WO_02573,APU_009,616.32,1309.9,3025.87,3642.19
COST_02574,WO_02574,APU_045,1100.67,1358.61,3586.73,4687.4
COST_02575,WO_02575,APU_006,1047.97,1242.36,14274.72,15322.69
COST_02576,WO_02576,APU_032,104.81,1174.9,1727.1,1831.91
COST_02577,WO_02577,APU_009,1223.49,1729.47,10515.18,11738.67
COST_02578,WO_02578,APU_049,899.02,1329.09,6246.72,7145.74
COST_02579,WO_02579,APU_031,326.97,1406.78,4459.49,4786.46
COST_02580,WO_02580,APU_006,538.9,648.95,4639.99,5178.89
COST_02581,WO_02581,APU_028,257.94,1508.31,5037.76,5295.7
COST_02582,WO_02582,APU_029,1054.91,636.65,2145.51,3200.42
COST_02583,WO_02583,APU_012,206.77,1266.16,3342.66,3549.43
COST_02584,WO_02584,APU_009,489.54,1381.69,7364.41,7853.95
COST_02585,WO_02585,APU_025,559.8,633.31,3147.55,3707.35
COST_02586,WO_02586,APU_002,486.79,624.67,1205.61,1692.4
COST_02587,WO_02587,APU_031,486.47,1008.29,1330.94,1817.41
COST_02588,WO_02588,APU_023,251.86,826.14,2007.52,2259.38
COST_02589,WO_02589,APU_034,785.04,1198.24,2096.92,2881.96
COST_02590,WO_02590,APU_046,381.83,1539.35,4033.1,4414.93
COST_02591,WO_02591,APU_036,1101.9,1278.12,6863.5,7965.4
COST_02592,WO_02592,APU_050,216.55,881.78,1860.56,2077.11
COST_02593,WO_02593,APU_041,1044.53,1633.19,4344.29,5388.82
COST_02594,WO_02594,APU_011,221.4,659.47,1853.11,2074.51
COST_02595,WO_02595,APU_011,562.65,597.79,2588.43,3151.08
COST_02596,WO_02596,APU_011,636.94,1721.76,1360.19,1997.13
COST_02597,WO_02597,APU_012,960.04,1671.08,3258.61,4218.65
COST_02598,WO_02598,APU_016,557.72,1286.32,3923.28,4481.0
COST_02599,WO_02599,APU_020,551.05,1169.77,6152.99,6704.04
COST_02600,WO_02600,APU_047,260.67,743.08,1538.18,1798.85
COST_02601,WO_02601,APU_017,884.89,1060.69,1028.87,1913.76
COST_02602,WO_02602,APU_033,722.44,683.44,2610.74,3333.18
COST_02603,WO_02603,APU_042,685.92,301.08,578.07,1263.99
COST_02604,WO_02604,APU_026,749.6,1045.09,1473.58,2223.18
COST_02605,WO_02605,APU_024,899.01,1067.99,2061.22,2960.23
COST_02606,WO_02606,APU_011,664.24,1649.72,4058.31,4722.55
COST_02607,WO_02607,APU_016,1019.22,1182.39,2305.66,3324.88
COST_02608,WO_02608,APU_021,716.03,1558.08,1262.04,1978.07
COST_02609,WO_02609,APU_026,383.3,688.85,3065.38,3448.68
COST_02610,WO_02610,APU_037,527.54,1448.69,7938.82,8466.36
COST_02611,WO_02611,APU_018,840.79,722.01,2808.62,3649.41
COST_02612,WO_02612,APU_009,345.48,1552.1,2250.54,2596.02
COST_02613,WO_02613,APU_022,339.09,1024.49,2489.51,2828.6
COST_02614,WO_02614,APU_030,561.29,992.3,2689.13,3250.42
COST_02615,WO_02615,APU_006,757.67,663.69,2508.75,3266.42
COST_02616,WO_02616,APU_011,500.0,404.86,1591.1,2091.1
COST_02617,WO_02617,APU_044,774.33,772.54,1406.02,2180.35
COST_02618,WO_02618,APU_015,702.76,1762.88,5006.58,5709.34
COST_02619,WO_02619,APU_041,1128.66,722.26,2527.91,3656.57
COST_02620,WO_02620,APU_021,1245.55,1242.29,7515.85,8761.4
COST_02621,WO_02621,APU_021,708.6,1119.48,4477.92,5186.52
COST_02622,WO_02622,APU_031,785.86,892.88,3750.1,4535.96
COST_02623,WO_02623,APU_007,223.42,1361.62,3880.62,4104.04
COST_02624,WO_02624,APU_047,982.94,358.79,2116.86,3099.8
COST_02625,WO_02625,APU_033,433.1,1742.73,5942.71,6375.81
COST_02626,WO_02626,APU_011,345.56,1069.95,1808.22,2153.78
COST_02627,WO_02627,APU_002,733.39,819.86,4820.78,5554.17
COST_02628,WO_02628,APU_020,977.44,1222.97,4879.65,5857.09
COST_02629,WO_02629,APU_044,153.87,1695.39,3611.18,3765.05
COST_02630,WO_02630,APU_018,598.06,1567.52,3276.12,3874.18
COST_02631,WO_02631,APU_033,989.28,390.13,1248.42,2237.7
COST_02632,WO_02632,APU_026,765.17,510.39,1791.47,2556.64
COST_02633,WO_02633,APU_007,860.52,1020.65,3092.57,3953.09
COST_02634,WO_02634,APU_030,331.13,1569.21,5068.55,5399.68
COST_02635,WO_02635,APU_041,1237.05,363.87,2517.98,3755.03
COST_02636,WO_02636,APU_028,887.32,1172.39,5744.71,6632.03
COST_02637,WO_02637,APU_043,544.32,1528.29,4615.44,5159.76
COST_02638,WO_02638,APU_027,841.16,502.27,2290.35,3131.51
COST_02639,WO_02639,APU_029,475.36,1614.52,2486.36,2961.72
COST_02640,WO_02640,APU_047,407.66,471.59,1593.97,2001.63
COST_02641,WO_02641,APU_026,1252.4,1583.85,11641.3,12893.7
COST_02642,WO_02642,APU_008,260.03,1615.58,3893.55,4153.58
COST_02643,WO_02643,APU_001,296.67,368.15,629.54,926.21
COST_02644,WO_02644,APU_013,647.55,1366.7,2596.73,3244.28
COST_02645,WO_02645,APU_009,194.57,1697.02,2528.56,2723.13
COST_02646,WO_02646,APU_048,568.56,1740.09,3079.96,3648.52
COST_02647,WO_02647,APU_049,687.4,917.81,2037.54,2724.94
COST_02648,WO_02648,APU_018,335.82,1139.92,1424.9,1760.72
COST_02649,WO_02649,APU_028,268.42,1385.37,3795.91,4064.33
COST_02650,WO_02650,APU_012,716.14,1191.71,5315.03,6031.17
COST_02651,WO_02651,APU_007,150.41,1129.94,1864.4,2014.81
COST_02652,WO_02652,APU_016,782.85,673.23,4221.15,5004.0
COST_02653,WO_02653,APU_047,695.94,1692.49,6092.96,6788.9
COST_02654,WO_02654,APU_016,452.18,1347.32,6453.66,6905.84
COST_02655,WO_02655,APU_028,441.91,367.89,695.31,1137.22
COST_02656,WO_02656,APU_045,1205.01,1371.54,5966.2,7171.21
COST_02657,WO_02657,APU_028,749.13,894.96,1333.49,2082.62
COST_02658,WO_02658,APU_012,731.53,335.69,1490.46,2221.99
COST_02659,WO_02659,APU_040,190.76,1551.45,4638.84,4829.6
COST_02660,WO_02660,APU_040,855.74,1477.57,5452.23,6307.97
COST_02661,WO_02661,APU_028,247.23,888.6,1261.81,1509.04
COST_02662,WO_02662,APU_049,849.48,311.95,517.84,1367.32
