technician_id,name,skills,experience_years,shift,availability,certification_level
TECH_0299,Technician 299,Diagnostics;Cooling Systems;Mechanical;Instrumentation,4,Day,Assigned,L2
TECH_0300,Technician 300,Diagnostics;Safety Inspection;Pressure Systems;Preventive Maintenance,1,Day,Assigned,L2
TECH_0301,Technician 301,Pneumatics;Pressure Systems;Instrumentation,9,Evening,Available,L3
TECH_0302,Technician 302,Diagnostics;Preventive Maintenance;Pneumatics;Mechanical,9,Night,Assigned,L2
TECH_0303,Technician 303,Pressure Systems;Electrical;Cooling Systems,8,Evening,Assigned,L2
TECH_0304,Technician 304,Diagnostics;Instrumentation;Compressors,1,Night,Available,L2
TECH_0305,Technician 305,Pneumatics;Pressure Systems;Compressors,12,Evening,Off Shift,L2
TECH_0306,Technician 306,Mechanical;Instrumentation,10,Day,Available,L3
TECH_0307,Technician 307,Electrical;Mechanical;Pressure Systems,7,Evening,Available,L1
TECH_0308,Technician 308,Safety Inspection;Mechanical;Preventive Maintenance;Electrical,5,Day,Off Shift,L3
TECH_0309,Technician 309,Pressure Systems;Preventive Maintenance,13,Night,Assigned,L2
TECH_0310,Technician 310,Pressure Systems;Instrumentation;Mechanical;Electrical,14,Day,Available,L1
TECH_0311,Technician 311,Cooling Systems;Pneumatics;Preventive Maintenance,5,Night,Off Shift,L1
TECH_0312,Technician 312,Compressors;Diagnostics;Safety Inspection,9,Day,Available,L1
TECH_0313,Technician 313,Instrumentation;Diagnostics;Pneumatics,12,Day,Available,L1
TECH_0314,Technician 314,Compressors;Pneumatics,4,Evening,Off Shift,L2
TECH_0315,Technician 315,Lubrication;Pneumatics;Compressors,6,Day,Available,L1
TECH_0316,Technician 316,Mechanical;Cooling Systems;Pressure Systems,8,Day,Available,L2
TECH_0317,Technician 317,Compressors;Cooling Systems;Electrical,7,Evening,Available,L3
TECH_0318,Technician 318,Electrical;Pneumatics,12,Day,Available,L2
TECH_0319,Technician 319,Safety Inspection;Instrumentation;Lubrication,3,Night,Available,L3
TECH_0320,Technician 320,Pressure Systems;Cooling Systems;Instrumentation;Pneumatics,11,Evening,Available,L2
TECH_0321,Technician 321,Safety Inspection;Electrical,2,Day,Off Shift,L2
TECH_0322,Technician 322,Diagnostics;Instrumentation,10,Day,Off Shift,L1
TECH_0323,Technician 323,Compressors;Preventive Maintenance,13,Night,Off Shift,L3
TECH_0324,Technician 324,Diagnostics;Lubrication;Cooling Systems;Electrical,3,Evening,Available,L3
TECH_0325,Technician 325,Lubrication;Compressors;Preventive Maintenance;Safety Inspection,11,Day,Available,L1
TECH_0326,Technician 326,Electrical;Lubrication;Pressure Systems,13,Night,Assigned,L2
TECH_0327,Technician 327,Electrical;Compressors;Mechanical;Lubrication,12,Day,Assigned,L1
TECH_0328,Technician 328,Pneumatics;Pressure Systems;Instrumentation,9,Night,Off Shift,L1
TECH_0329,Technician 329,Diagnostics;Pressure Systems;Lubrication;Preventive Maintenance,12,Evening,Assigned,L3
TECH_0330,Technician 330,Diagnostics;Cooling Systems;Pressure Systems;Safety Inspection,8,Evening,Assigned,L3
TECH_0331,Technician 331,Pneumatics;Compressors;Pressure Systems,7,Night,Available,L1
TECH_0332,Technician 332,Lubrication;Preventive Maintenance;Electrical;Safety Inspection,12,Day,Off Shift,L1
TECH_0333,Technician 333,Safety Inspection;Pneumatics;Pressure Systems;Diagnostics,10,Evening,Assigned,L2
TECH_0334,Technician 334,Lubrication;Cooling Systems;Preventive Maintenance;Pressure Systems,1,Day,Available,L1
TECH_0335,Technician 335,Cooling Systems;Pneumatics,4,Day,Available,L3
TECH_0336,Technician 336,Mechanical;Pneumatics;Pressure Systems;Instrumentation,1,Evening,Available,L3
TECH_0337,Technician 337,Cooling Systems;Compressors;Electrical;Pneumatics,15,Day,Off Shift,L3
TECH_0338,Technician 338,Lubrication;Pressure Systems,12,Evening,Assigned,L3
TECH_0339,Technician 339,Preventive Maintenance;Instrumentation,9,Day,Available,L2
TECH_0340,Technician 340,Electrical;Pressure Systems,2,Day,Available,L3
TECH_0341,Technician 341,Electrical;Safety Inspection;Pressure Systems,11,Day,Available,L3
TECH_0342,Technician 342,Pressure Systems;Mechanical;Cooling Systems;Lubrication,11,Evening,Off Shift,L1
TECH_0343,Technician 343,Diagnostics;Pressure Systems,7,Night,Assigned,L3
TECH_0344,Technician 344,Pressure Systems;Preventive Maintenance,8,Evening,Assigned,L3
TECH_0345,Technician 345,Lubrication;Mechanical;Preventive Maintenance,14,Night,Assigned,L3
TECH_0346,Technician 346,Preventive Maintenance;Pressure Systems,4,Evening,Assigned,L2
TECH_0347,Technician 347,Pneumatics;Mechanical;Compressors,12,Day,Assigned,L3
TECH_0348,Technician 348,Pressure Systems;Diagnostics,15,Evening,Available,L2
TECH_0349,Technician 349,Electrical;Lubrication,1,Night,Assigned,L3
TECH_0350,Technician 350,Pressure Systems;Preventive Maintenance;Diagnostics;Cooling Systems,1,Evening,Assigned,L1
TECH_0351,Technician 351,Instrumentation;Lubrication,15,Night,Available,L1
TECH_0352,Technician 352,Instrumentation;Cooling Systems;Mechanical,10,Day,Available,L3
TECH_0353,Technician 353,Pneumatics;Diagnostics;Safety Inspection,14,Night,Available,L3
TECH_0354,Technician 354,Instrumentation;Compressors;Mechanical;Cooling Systems,13,Day,Assigned,L2
TECH_0355,Technician 355,Mechanical;Cooling Systems;Electrical,12,Night,Available,L3
TECH_0356,Technician 356,Mechanical;Compressors;Instrumentation;Preventive Maintenance,6,Night,Available,L2
TECH_0357,Technician 357,Electrical;Diagnostics;Compressors;Mechanical,8,Night,Available,L1
TECH_0358,Technician 358,Instrumentation;Mechanical;Diagnostics,3,Evening,Available,L2
TECH_0359,Technician 359,Compressors;Pressure Systems;Mechanical;Instrumentation,2,Evening,Off Shift,L3
TECH_0360,Technician 360,Diagnostics;Pneumatics,9,Day,Off Shift,L2
TECH_0361,Technician 361,Preventive Maintenance;Electrical;Pressure Systems;Safety Inspection,4,Day,Assigned,L2
TECH_0362,Technician 362,Safety Inspection;Preventive Maintenance;Cooling Systems,2,Night,Off Shift,L2
TECH_0363,Technician 363,Lubrication;Electrical;Safety Inspection,6,Night,Available,L2
TECH_0364,Technician 364,Lubrication;Preventive Maintenance,14,Evening,Available,L2
TECH_0365,Technician 365,Electrical;Safety Inspection,11,Evening,Available,L3
TECH_0366,Technician 366,Cooling Systems;Compressors,4,Night,Available,L2
TECH_0367,Technician 367,Lubrication;Cooling Systems,5,Evening,Off Shift,L1
TECH_0368,Technician 368,Electrical;Pressure Systems;Safety Inspection,4,Night,Assigned,L3
TECH_0369,Technician 369,Preventive Maintenance;Diagnostics;Compressors,7,Night,Available,L2
TECH_0370,Technician 370,Compressors;Instrumentation,4,Night,Assigned,L1
TECH_0371,Technician 371,Safety Inspection;Compressors;Cooling Systems,7,Night,Assigned,L3
TECH_0372,Technician 372,Lubrication;Cooling Systems;Compressors;Instrumentation,14,Night,Off Shift,L1
TECH_0373,Technician 373,Pressure Systems;Cooling Systems;Lubrication,8,Night,Available,L1
TECH_0374,Technician 374,Pressure Systems;Pneumatics,9,Night,Available,L1
TECH_0375,Technician 375,Pressure Systems;Instrumentation,6,Evening,Off Shift,L3
TECH_0376,Technician 376,Compressors;Lubrication,11,Evening,Assigned,L3
TECH_0377,Technician 377,Electrical;Pressure Systems;Instrumentation,13,Day,Assigned,L2
TECH_0378,Technician 378,Pressure Systems;Instrumentation,4,Day,Assigned,L2
TECH_0379,Technician 379,Diagnostics;Cooling Systems;Mechanical;Electrical,7,Day,Available,L2
TECH_0380,Technician 380,Preventive Maintenance;Lubrication;Pneumatics,9,Day,Available,L3
TECH_0381,Technician 381,Preventive Maintenance;Pressure Systems,11,Day,Available,L2
TECH_0382,Technician 382,Pressure Systems;Diagnostics;Mechanical;Preventive Maintenance,11,Night,Available,L2
TECH_0383,Technician 383,Pressure Systems;Safety Inspection,12,Day,Available,L2
TECH_0384,Technician 384,Compressors;Lubrication,15,Evening,Off Shift,L2
TECH_0385,Technician 385,Safety Inspection;Instrumentation;Diagnostics,13,Day,Available,L1
TECH_0386,Technician 386,Compressors;Preventive Maintenance,10,Evening,Available,L3
TECH_0387,Technician 387,Electrical;Compressors,6,Day,Off Shift,L1
TECH_0388,Technician 388,Preventive Maintenance;Pneumatics;Lubrication;Diagnostics,14,Evening,Off Shift,L2
TECH_0389,Technician 389,Diagnostics;Electrical,4,Day,Off Shift,L1
TECH_0390,Technician 390,Mechanical;Electrical;Preventive Maintenance,13,Day,Available,L1
TECH_0391,Technician 391,Preventive Maintenance;Pneumatics;Lubrication,14,Evening,Available,L2
TECH_0392,Technician 392,Compressors;Preventive Maintenance;Mechanical,12,Evening,Off Shift,L3
TECH_0393,Technician 393,Preventive Maintenance;Safety Inspection;Pressure Systems;Compressors,9,Day,Off Shift,L2
TECH_0394,Technician 394,Electrical;Pressure Systems,9,Evening,Available,L3
TECH_0395,Technician 395,Pressure Systems;Compressors;Electrical,5,Evening,Off Shift,L2
TECH_0396,Technician 396,Pneumatics;Diagnostics;Mechanical,5,Night,Available,L3
TECH_0397,Technician 397,Diagnostics;Pneumatics;Preventive Maintenance;Cooling Systems,12,Night,Available,L1
TECH_0398,Technician 398,Pressure Systems;Diagnostics;Mechanical;Safety Inspection,6,Evening,Available,L1
TECH_0399,Technician 399,Preventive Maintenance;Electrical;Pneumatics,2,Evening,Assigned,L3
TECH_0400,Technician 400,Diagnostics;Cooling Systems;Preventive Maintenance;Pressure Systems,12,Evening,Assigned,L1
TECH_0401,Technician 401,Mechanical;Pressure Systems;Diagnostics;Safety Inspection,9,Evening,Available,L1
TECH_0402,Technician 402,Preventive Maintenance;Diagnostics;Safety Inspection,14,Day,Available,L3
TECH_0403,Technician 403,Mechanical;Instrumentation,5,Night,Off Shift,L2
TECH_0404,Technician 404,Diagnostics;Cooling Systems;Safety Inspection;Electrical,1,Night,Assigned,L1
TECH_0405,Technician 405,Pneumatics;Safety Inspection;Pressure Systems,13,Day,Off Shift,L1
TECH_0406,Technician 406,Preventive Maintenance;Pneumatics,8,Evening,Off Shift,L1
TECH_0407,Technician 407,Preventive Maintenance;Compressors;Electrical;Instrumentation,10,Night,Available,L1
TECH_0408,Technician 408,Diagnostics;Compressors,11,Evening,Available,L1
TECH_0409,Technician 409,Safety Inspection;Preventive Maintenance,14,Night,Assigned,L2
TECH_0410,Technician 410,Compressors;Cooling Systems,7,Day,Available,L3
TECH_0411,Technician 411,Preventive Maintenance;Safety Inspection;Pressure Systems,3,Evening,Assigned,L1
TECH_0412,Technician 412,Instrumentation;Lubrication,6,Evening,Available,L2
TECH_0413,Technician 413,Cooling Systems;Instrumentation;Pneumatics;Diagnostics,2,Night,Assigned,L2
TECH_0414,Technician 414,Mechanical;Pressure Systems;Electrical;Preventive Maintenance,10,Day,Available,L3
TECH_0415,Technician 415,Safety Inspection;Pressure Systems;Cooling Systems;Pneumatics,12,Night,Assigned,L2
TECH_0416,Technician 416,Lubrication;Instrumentation;Pressure Systems;Safety Inspection,15,Day,Off Shift,L3
TECH_0417,Technician 417,Safety Inspection;Pneumatics;Preventive Maintenance;Diagnostics,15,Night,Available,L3
TECH_0418,Technician 418,Electrical;Compressors;Cooling Systems,1,Evening,Available,L3
TECH_0419,Technician 419,Preventive Maintenance;Mechanical,7,Day,Assigned,L2
TECH_0420,Technician 420,Safety Inspection;Electrical;Compressors;Preventive Maintenance,12,Evening,Assigned,L1
TECH_0421,Technician 421,Instrumentation;Pressure Systems;Preventive Maintenance,6,Day,Available,L3
TECH_0422,Technician 422,Lubrication;Mechanical;Compressors,14,Day,Available,L2
TECH_0423,Technician 423,Safety Inspection;Pneumatics;Preventive Maintenance,13,Day,Available,L2
TECH_0424,Technician 424,Safety Inspection;Pneumatics,15,Night,Assigned,L2
TECH_0425,Technician 425,Compressors;Pressure Systems;Instrumentation,10,Night,Assigned,L3
TECH_0426,Technician 426,Compressors;Electrical;Lubrication;Pressure Systems,2,Day,Assigned,L1
TECH_0427,Technician 427,Mechanical;Pressure Systems;Diagnostics,10,Night,Off Shift,L1
TECH_0428,Technician 428,Cooling Systems;Instrumentation;Lubrication;Compressors,5,Evening,Available,L2
TECH_0429,Technician 429,Lubrication;Pneumatics,14,Evening,Available,L3
TECH_0430,Technician 430,Diagnostics;Cooling Systems;Lubrication,13,Day,Available,L1
TECH_0431,Technician 431,Pressure Systems;Compressors;Pneumatics,15,Night,Available,L1
TECH_0432,Technician 432,Pneumatics;Pressure Systems;Instrumentation,13,Evening,Available,L1
TECH_0433,Technician 433,Safety Inspection;Diagnostics;Electrical;Compressors,8,Evening,Available,L1
TECH_0434,Technician 434,Compressors;Preventive Maintenance;Cooling Systems,6,Evening,Available,L1
TECH_0435,Technician 435,Safety Inspection;Instrumentation;Compressors;Preventive Maintenance,11,Day,Assigned,L1
TECH_0436,Technician 436,Instrumentation;Safety Inspection,9,Evening,Off Shift,L3
TECH_0437,Technician 437,Instrumentation;Diagnostics,3,Evening,Available,L1
TECH_0438,Technician 438,Pressure Systems;Safety Inspection;Cooling Systems;Electrical,9,Evening,Assigned,L2
TECH_0439,Technician 439,Instrumentation;Preventive Maintenance,4,Day,Available,L2
TECH_0440,Technician 440,Lubrication;Pressure Systems;Pneumatics;Compressors,3,Day,Off Shift,L3
TECH_0441,Technician 441,Cooling Systems;Mechanical,1,Day,Off Shift,L2
TECH_0442,Technician 442,Preventive Maintenance;Safety Inspection,11,Night,Off Shift,L3
TECH_0443,Technician 443,Instrumentation;Lubrication;Electrical,12,Night,Available,L2
TECH_0444,Technician 444,Diagnostics;Cooling Systems;Pneumatics;Preventive Maintenance,8,Evening,Off Shift,L2
TECH_0445,Technician 445,Electrical;Diagnostics,14,Night,Assigned,L2
TECH_0446,Technician 446,Diagnostics;Lubrication;Preventive Maintenance,8,Evening,Available,L1
TECH_0447,Technician 447,Cooling Systems;Lubrication;Pneumatics,8,Day,Assigned,L2
TECH_0448,Technician 448,Preventive Maintenance;Diagnostics;Pressure Systems;Cooling Systems,7,Night,Available,L2
TECH_0449,Technician 449,Safety Inspection;Cooling Systems;Instrumentation;Pneumatics,7,Night,Off Shift,L1
TECH_0450,Technician 450,Electrical;Pressure Systems;Diagnostics;Pneumatics,7,Day,Assigned,L1
TECH_0451,Technician 451,Preventive Maintenance;Mechanical;Safety Inspection;Lubrication,9,Night,Available,L1
TECH_0452,Technician 452,Safety Inspection;Cooling Systems;Pneumatics;Preventive Maintenance,10,Night,Off Shift,L2
TECH_0453,Technician 453,Cooling Systems;Pneumatics;Diagnostics;Instrumentation,7,Day,Available,L3
TECH_0454,Technician 454,Mechanical;Lubrication;Pneumatics;Compressors,2,Day,Available,L3
TECH_0455,Technician 455,Compressors;Diagnostics;Preventive Maintenance;Pneumatics,9,Evening,Off Shift,L3
TECH_0456,Technician 456,Pneumatics;Electrical;Preventive Maintenance;Lubrication,5,Night,Assigned,L2
TECH_0457,Technician 457,Lubrication;Cooling Systems;Compressors;Mechanical,14,Day,Assigned,L1
TECH_0458,Technician 458,Pressure Systems;Compressors;Preventive Maintenance,12,Night,Assigned,L1
TECH_0459,Technician 459,Compressors;Electrical;Mechanical,12,Night,Off Shift,L3
TECH_0460,Technician 460,Mechanical;Safety Inspection;Preventive Maintenance,7,Night,Available,L3
TECH_0461,Technician 461,Pneumatics;Diagnostics,4,Night,Off Shift,L2
TECH_0462,Technician 462,Diagnostics;Instrumentation;Safety Inspection,3,Day,Available,L3
TECH_0463,Technician 463,Diagnostics;Pneumatics,11,Evening,Available,L1
TECH_0464,Technician 464,Safety Inspection;Mechanical,14,Evening,Off Shift,L3
TECH_0465,Technician 465,Pneumatics;Pressure Systems,7,Night,Off Shift,L2
TECH_0466,Technician 466,Electrical;Diagnostics;Mechanical,10,Day,Off Shift,L3
TECH_0467,Technician 467,Pressure Systems;Instrumentation,7,Night,Assigned,L1
TECH_0468,Technician 468,Preventive Maintenance;Pneumatics,12,Evening,Available,L3
TECH_0469,Technician 469,Cooling Systems;Diagnostics;Pressure Systems,14,Evening,Off Shift,L3
TECH_0470,Technician 470,Pressure Systems;Preventive Maintenance,2,Day,Off Shift,L3
TECH_0471,Technician 471,Safety Inspection;Cooling Systems;Pressure Systems;Instrumentation,10,Day,Assigned,L3
TECH_0472,Technician 472,Pneumatics;Safety Inspection,9,Evening,Assigned,L2
TECH_0473,Technician 473,Instrumentation;Safety Inspection;Diagnostics,1,Night,Assigned,L3
TECH_0474,Technician 474,Instrumentation;Compressors;Pneumatics;Diagnostics,10,Day,Assigned,L3
TECH_0475,Technician 475,Compressors;Instrumentation;Pneumatics;Cooling Systems,3,Night,Available,L2
TECH_0476,Technician 476,Diagnostics;Preventive Maintenance;Instrumentation,5,Evening,Available,L3
TECH_0477,Technician 477,Preventive Maintenance;Diagnostics,15,Night,Available,L3
TECH_0478,Technician 478,Lubrication;Diagnostics;Instrumentation,13,Night,Available,L2
TECH_0479,Technician 479,Pressure Systems;Compressors,6,Day,Available,L3
TECH_0480,Technician 480,Pneumatics;Mechanical,13,Evening,Available,L3
TECH_0481,Technician 481,Safety Inspection;Diagnostics;Electrical,10,Night,Assigned,L1
TECH_0482,Technician 482,Instrumentation;Cooling Systems;Compressors;Diagnostics,8,Evening,Off Shift,L2
TECH_0483,Technician 483,Pressure Systems;Electrical;Mechanical,11,Night,Off Shift,L2
TECH_0484,Technician 484,Diagnostics;Pressure Systems;Mechanical,1,Evening,Off Shift,L2
TECH_0485,Technician 485,Lubrication;Pressure Systems;Compressors;Cooling Systems,15,Night,Assigned,L2
TECH_0486,Technician 486,Safety Inspection;Instrumentation;Lubrication;Preventive Maintenance,5,Day,Assigned,L3
TECH_0487,Technician 487,Mechanical;Pneumatics;Electrical;Pressure Systems,9,Evening,Available,L2
TECH_0488,Technician 488,Compressors;Safety Inspection;Cooling Systems;Preventive Maintenance,7,Day,Available,L3
TECH_0489,Technician 489,Lubrication;Electrical;Instrumentation,5,Day,Available,L1
TECH_0490,Technician 490,Cooling Systems;Compressors;Electrical;Safety Inspection,12,Day,Available,L3
TECH_0491,Technician 491,Mechanical;Preventive Maintenance,13,Day,Available,L3
TECH_0492,Technician 492,Instrumentation;Safety Inspection,8,Night,Available,L3
TECH_0493,Technician 493,Instrumentation;Mechanical;Lubrication,5,Day,Available,L2
TECH_0494,Technician 494,Mechanical;Safety Inspection,6,Day,Assigned,L2
TECH_0495,Technician 495,Pneumatics;Cooling Systems,8,Day,Off Shift,L1
TECH_0496,Technician 496,Pneumatics;Cooling Systems;Diagnostics;Mechanical,4,Night,Available,L2
TECH_0497,Technician 497,Instrumentation;Cooling Systems;Compressors;Preventive Maintenance,2,Night,Assigned,L2
TECH_0498,Technician 498,Pneumatics;Diagnostics,11,Night,Available,L1
TECH_0499,Technician 499,Mechanical;Instrumentation;Diagnostics;Lubrication,15,Evening,Available,L3
TECH_0500,Technician 500,Pneumatics;Safety Inspection;Mechanical;Pressure Systems,14,Night,Available,L3
